ID,Caption_gt,Caption_pred,bertscore_f1,rouge1,rouge2,rougeL,bleurt
ImageCLEFmedical_Caption_2026_valid_15,Hyperattenuated previtellogenic follicles with peripheral decreased attenuation.,"CT image of the chest showing a cystic lesion in the mediastinum, potentially a hydatid cyst.",0.8238536,0.0,0.0,0.0,-0.7598636150360107
ImageCLEFmedical_Caption_2026_valid_16,"tretic follicle, the smallest and hypoattenuated follicle.","A CT scan of the skull shows a lesion in the left temporal region, likely a bone fragment, with surrounding soft tissue edema.",0.84442145,0.06666666666666667,0.0,0.06666666666666667,-0.5468127727508545
ImageCLEFmedical_Caption_2026_valid_17,Preovulatory follicle with the most attenuation.,"A CT scan shows a mass within the skull cavity, indicated by the arrow.",0.8653872,0.1,0.0,0.1,-0.682212233543396
ImageCLEFmedical_Caption_2026_valid_18,Ultrasound image of the left upper quadrant showing multiple calculi (yellow arrow) within the gallbladder,"Ultrasound showing a possible stone in the gallbladder, indicated by the yellow arrow.",0.925712,0.5,0.15384615384615383,0.28571428571428575,-0.2315196841955185
ImageCLEFmedical_Caption_2026_valid_19,Cross‐sectional abdominal CT scan image showing evidence of diffuse peritoneal thickening with diffuse thickening of the small bowels with multiple nonspecific enlarged lymph nodes.,"Abdominal CT showing a possible abscess, likely related to a previous hernia repair, with a synthetic mesh present.",0.8718217,0.18604651162790697,0.048780487804878044,0.18604651162790697,-0.8802015781402588
ImageCLEFmedical_Caption_2026_valid_20,Initial chest x‐ray showed clear lung fields with minimal left pleural effusion.,Chest X-ray.,0.90391237,0.375,0.2857142857142857,0.375,-1.2094857692718506
ImageCLEFmedical_Caption_2026_valid_21,"CBCT scans of the patient (Case 2) before surgery: Axial view showing a collection of air in the soft tissues, identified as an 'air sign' (red arrows), adjacent to the left side of the mandibular body (a,b). However, 'air sign' can also arise from the presence of air bubbles (especially close to the mandibular body) in the patient's saliva, found in the vestibule of the oral cavity and the sublingual area (b); 3D reconstruction of the facial skeleton revealing fracture of the right angle of the mandible, with no signs of fracture in the mandibular body on the left side (c).","A radiopaque lesion is present in the mandibular region, likely within the submandibular gland.",0.8568423,0.08547008547008547,0.034782608695652174,0.08547008547008547,-1.0964710712432861
ImageCLEFmedical_Caption_2026_valid_22,Ultrasound image depicting a velamentous cord insertion.,Transabdominal ultrasound showing the left horn of the uterus at 22 weeks gestation.,0.8602443,0.1,0.0,0.1,-0.3685076832771301
ImageCLEFmedical_Caption_2026_valid_23,Lateral cervical radiograph. C1- C7 show the line from posterior border of spinal aperture to posterior tubercle of atlas or tip of spinal process; A: the base of the posterior border of the mastoid process; B: The external occipital protuberance; D: the tip of the posterior tubercle of the atlas; E: the anterior end of the inferior border of the spinous process of the axis; F: the tip of the spinous process of the axis; a: the upper border length from the tip of the posterior tubercle of the atlas to the posterior wall of the vertebral foramen; b: the lower border length from the tip of the posterior tubercle of the atlas to the posterior wall of the vertebral foramen; x: the length of the superior border of the spinous process; y: the length of the inferior border of the spinous process,"Cervical spine alignment measurements, including Cobb's angle and sagittal vertical axis (SVA), are depicted on a lateral X-ray of the neck.",0.8035327,0.08433734939759037,0.012195121951219514,0.07228915662650602,-1.0367841720581055
ImageCLEFmedical_Caption_2026_valid_24,Periapical view of upper right canine with no evidence of pathosis,"Intraoral radiograph showing teeth 11 and 12, with moderate bone loss at the apex.",0.87272733,0.08,0.0,0.08,-0.570618748664856
ImageCLEFmedical_Caption_2026_valid_25,Coronal view T1 post-contrast MRI of the brain and orbits showed an enhancing lentiform-shaped intraocular lesion seen at the superomedial aspect of the left globe (blue arrow),Coronal T1-weighted MRI scan showing the orbits and surrounding structures.,0.86248946,0.35,0.0,0.25000000000000006,-0.8436244130134583
ImageCLEFmedical_Caption_2026_valid_26,"B-scan ultrasonography of the left eye at initial presentation, showing a well-circumscribed homogenous mass (black arrow)","Ultrasound (B scan) showing a round, highly reflective lesion at the right optic disc, potentially representing a calcification.",0.8836773,0.3333333333333333,0.11764705882352941,0.2222222222222222,-0.4142720699310303
ImageCLEFmedical_Caption_2026_valid_27,"Ultrasonography of the mass (white arrow) in abdominal cavity. The mass has amorphous, irregular margins and hyperechoic peritoneum and mesentery are observed around the mass.",Ultrasound shows a hypoechoic mass in the head of the pancreas.,0.8768289,0.2777777777777778,0.058823529411764705,0.2222222222222222,-0.8821511268615723
ImageCLEFmedical_Caption_2026_valid_28,axial abdominal scan showing the whirl sign,CT scan of the abdomen revealing a small bowel obstruction with a possible gallstone.,0.8763232,0.19047619047619047,0.0,0.19047619047619047,-0.46403300762176514
ImageCLEFmedical_Caption_2026_valid_29,ultrasound Doppler showing malrotation vessels,"Color Doppler evaluation of the uterus, demonstrating increased blood flow in the region of the left uterine artery.",0.8722276,0.08695652173913045,0.0,0.08695652173913045,-0.8064203262329102
ImageCLEFmedical_Caption_2026_valid_30,"Chest radiography showed that both lungs had high-density flaky shadows, and the right lung had cavities at the lesion site.",Chest X-ray showing a left upper lobe cavitary infiltrate.,0.8846524,0.12903225806451613,0.0,0.12903225806451613,-1.0847424268722534
ImageCLEFmedical_Caption_2026_valid_31,A positron emission tomography scan showed a 3.4 × 2.8 cm mass extending from distal esophagus to gastroesophageal junction with metastatic lymph node activity.,"A cross-sectional CT image of the chest, abdomen, and pelvis, demonstrating a retroperitoneal mass with central necrosis.",0.86510015,0.18604651162790697,0.0,0.18604651162790697,-0.598701536655426
ImageCLEFmedical_Caption_2026_valid_32,Chest radiography with prominent pulmonary vascular markings and mild cardiomegaly.,"Chest X-ray, right para-cardiac area.",0.8894097,0.11764705882352941,0.0,0.11764705882352941,-0.9534201622009277
ImageCLEFmedical_Caption_2026_valid_33,Preoperative echocardiogram showing mitral valve stenosis (blue arrow) and dilated left atrium (red arrow).,Transthoracic echocardiogram showing significant mitral regurgitation (blue arrow) and aortic regurgitation (blue arrow) in the left ventricle. The right ventricular outflow tract is also visible.,0.89954144,0.41025641025641024,0.16216216216216217,0.358974358974359,-0.2200721949338913
ImageCLEFmedical_Caption_2026_valid_34,Computed tomography chest three months after mitral valve surgery showing resolution of prior scattered bilateral ground glass and consolidative opacities.,"CT scan of the chest, showing a clear left pulmonary artery.",0.8664862,0.19354838709677416,0.0,0.12903225806451613,-1.0307517051696777
ImageCLEFmedical_Caption_2026_valid_35,"Non-contrast CT scan of the head: axial slice at the level of the third ventricle. The left frontal lobe shows an ill-defined ovoid focus of subtle hyperdensity (red circle) without mass effect or surrounding edema. This finding is asymmetric compared to the right lobe, and no other abnormalities are detected in the rest of the brain parenchyma. This is a nonspecific finding. Differential considerations include artifacts, calcification from a remote insult or underlying mass, or, less likely, age-indeterminate blood products. An MRI would be warranted if there is a concern about bleeding.",CT scan of the head showing a brain mass.,0.86416394,0.17307692307692307,0.0784313725490196,0.15384615384615383,-1.1173745393753052
ImageCLEFmedical_Caption_2026_valid_36,CT head without contrast demonstrating right temporal lobe closed-lip schizencephaly,CT scan of the head demonstrating a right cerebellar infarct.,0.87313175,0.380952380952381,0.0,0.380952380952381,-0.8996105194091797
ImageCLEFmedical_Caption_2026_valid_37,Chest X-ray revealed a right parahilar infiltrates.,"Chest X-ray showing bilateral lung opacities, possibly indicative of pneumonia.",0.8777112,0.3157894736842105,0.23529411764705882,0.3157894736842105,-0.3170263171195984
ImageCLEFmedical_Caption_2026_valid_38,Ultrasonographic measurement. Yellow line: bladder wall thickness. Red line: distal ureteral diameter. Blue line: detrusor-ureteral orifice distance; the white arrow indicates the ureter inside the detrusor,"Ultrasound of the eye showing a hyperechoic, circular structure (yellow arrow) within the anterior chamber, possibly a crystalline lens. The iris (blue arrow) is visible. The pupil (red arrow) appears to be closed.",0.84455603,0.23333333333333334,0.0,0.13333333333333333,-0.5533770322799683
ImageCLEFmedical_Caption_2026_valid_39,"Routine gynecological ultrasound examination revealed a round-shaped hypoechoic area in the left ovary, measuring 81 × 74 mm, with clear borders and filled with fine dot-like low echoes.","Transvaginal ultrasound showing a large, cystic lesion with a distinct posterior acoustic enhancement.",0.87078774,0.14285714285714288,0.0,0.14285714285714288,-0.7394964694976807
ImageCLEFmedical_Caption_2026_valid_40,MRI image showing a tumor in the left parotid gland involving the fasciovenous plane of Patey,"T1-weighted axial view of the head, demonstrating a heterogeneous lesion with a cystic component in the parotid gland region, indicated by the red arrow.",0.87010443,0.34146341463414637,0.10256410256410255,0.2926829268292683,-0.4750521183013916
ImageCLEFmedical_Caption_2026_valid_41,CT image showing the deep and superficial lobes of the left parotid gland with the bulge in the superficial lobe (arrow),CT scan of the head demonstrating a suspicious mass in the right parotid gland.,0.9112394,0.4,0.18181818181818185,0.2857142857142857,-0.7190160155296326
ImageCLEFmedical_Caption_2026_valid_42,"The abdominal X-ray on admission. The abdominal X-ray on admission did not show signs of bowel obstruction, calcified density, and air in the biliary tract.",Abdominal X-ray in decubitus.,0.87757826,0.25,0.13333333333333336,0.25,-1.1976721286773682
ImageCLEFmedical_Caption_2026_valid_43,Intraoperative cholangiography. Intraoperative cholangiography through the gallbladder lumen identified a cystic duct (white arrowheads).,Intrahepatic bile duct dilation and multiple stones are visible.,0.85608745,0.08695652173913043,0.0,0.08695652173913043,-0.7262271642684937
ImageCLEFmedical_Caption_2026_valid_44,"CT image documenting difficulties in CT-based OPA diagnosis. Axial CT image highlighting the left and right cardiac lung lobes from sheep 17. The region outlined in blue highlights hyperattenuating lung in the instilled right cardiac lung lobe, subsequently confirmed as OPA. The region outlined in yellow highlights hyperattenuating lung in the contralateral left cardiac lung lobe that was grossly normal and demonstrated no evidence of OPA by IHC.","CT image of the chest, showing bilateral lung opacities, potential pleural effusions, and bibasilar ground-glass opacities.",0.83902764,0.13953488372093023,0.023809523809523808,0.11627906976744186,-0.9243423938751221
ImageCLEFmedical_Caption_2026_valid_45,Axial section of contrast enhanced CT AP demonstrating intussusception with surrounding lymphadenopathy.,"CT scan of the abdomen showing a large, inflamed mass in the jejunum, potentially related to a perforated diverticulitis.",0.8366704,0.12903225806451615,0.0,0.06451612903225808,-0.5120117664337158
ImageCLEFmedical_Caption_2026_valid_46,Coronal section of contrast CT AP demonstrating small bowel intussusception with proximal dilation and associated filling defect.,Abdominal CT showing dilated small bowel loops with wall thickening and pneumatosis.,0.88030016,0.41379310344827586,0.07407407407407407,0.3448275862068966,-0.6413689255714417
ImageCLEFmedical_Caption_2026_valid_47,Sagittal film measurements,"Anteroposterior radiograph of the lower extremity, showing a weight-bearing lateral view of the right leg. The image depicts the femur, tibia, and foot. A femoral implant is visible at the distal femur. A line is drawn along the femoral shaft.",0.8083929,0.0,0.0,0.0,-1.233665943145752
ImageCLEFmedical_Caption_2026_valid_48,Postoperative x-ray KUB.,Abdominal X-ray showing a J-J stent and nephrostomy tube.,0.86801165,0.26666666666666666,0.15384615384615383,0.26666666666666666,-0.6180169582366943
ImageCLEFmedical_Caption_2026_valid_49,Rectangular cropping of the slices.,Axial chest CT showing lungs and heart.,0.8703179,0.0,0.0,0.0,-1.2345175743103027
ImageCLEFmedical_Caption_2026_valid_50,Posteroanterior chest X-ray not showing skinfold lining or pneumothorax.,Chest X-ray showing right sided pleural effusion.,0.8931013,0.4444444444444445,0.25,0.4444444444444445,-0.8113321661949158
ImageCLEFmedical_Caption_2026_valid_51,"Anteroposterior chest X-ray showing a left skinfold, mimicking a left-sided pneumothorax. Blue arrows highlight the skinfold lining course starting as curved superiorly and becoming linear.",Chest X-ray showing a diffuse coarsened interstitial pattern and a right upper lobe density.,0.864782,0.33333333333333337,0.2,0.2857142857142857,-0.6979318857192993
ImageCLEFmedical_Caption_2026_valid_52,CT of the chest showing right lung parenchymal infective/inflammatory changes and confirming the absence of left-sided pneumothorax.,CT image of the chest showing consolidation in the right lung.,0.90394664,0.5333333333333333,0.2857142857142857,0.4666666666666667,-0.907439112663269
ImageCLEFmedical_Caption_2026_valid_53,"Postoperative cardio echography showing an EF of 64%, trivial MR, mean PAP of 18 mmHg, and no shunt flow.",Transthoracic echocardiogram displaying a dilated left atrium and a prominent mitral valve annulus.,0.8435387,0.0625,0.0,0.0625,-0.6381230354309082
ImageCLEFmedical_Caption_2026_valid_54,Chest X-ray showing a CTR of 58% and CPA sharp.,Chest X-ray showing cardiomegaly and increased pulmonary vascular markings.,0.88317853,0.47619047619047616,0.3157894736842105,0.47619047619047616,-0.2995845079421997
ImageCLEFmedical_Caption_2026_valid_55,"Preoperative cardio echography showing fraction EF 65%, MR severe, mean PAP 32 mmHg, left-to-right shunt flow, LVDd 48 mm, LVDs 32 mm, and a cleft mitral valve.","Transthoracic echocardiogram showing a bioprosthetic aortic valve in a 3-chamber view. Color Doppler displays a jet of regurgitation across the valve, and the valve appears to be rocking in the left ventricle during diastole.",0.83258176,0.1875,0.0,0.09375,-0.6199361085891724
ImageCLEFmedical_Caption_2026_valid_56,Case 3- MRI-pelvis (plain and contrast) T1 fat-saturated (T1FS) post-contrast showing a hyper-intense lesion with a whorled pattern.,"Sagittal T2-weighted MRI showing a large, heterogeneous lesion within the uterus, with irregular borders extending through the uterine serosa. There is also evidence of a separate extrauterine peritoneal deposit.",0.8465063,0.23076923076923075,0.04,0.23076923076923075,-0.7482551336288452
ImageCLEFmedical_Caption_2026_valid_57,Case 3- MRI-pelvis (plain and contrast) T2 SPectral Attenuated Inversion Recovery (SPAIR) axial image showing a hyper-intense lesion with few hyper-intense foci.,"T2-weighted MRI image showing a large, heterogeneously enhancing mass in the pelvic region. The mass is located on the right side, possibly involving the bladder wall. Arrows point to some of the brighter regions within the mass, suggesting areas of high signal intensity.",0.84383696,0.17391304347826086,0.059701492537313425,0.14492753623188406,-0.4635612964630127
ImageCLEFmedical_Caption_2026_valid_58,Postoperative X-ray image confirming the presence of electrode in the cochlea (white arrow),Lateral skull X-ray showing a cochlear implant electrode positioned in the basal turn of the cochlea.,0.9033684,0.5161290322580646,0.20689655172413793,0.3870967741935484,-0.2957908511161804
ImageCLEFmedical_Caption_2026_valid_59,"X-ray in dorsal–ventral projection before surgery. On the left side, four ectopic teeth (marked with arrows) with the formation of a dentigerous cyst are visible.",Radiograph of the maxilla showing enlarged incisors and a widened periodontal ligament space.,0.85618377,0.15,0.0,0.1,-0.8813725709915161
ImageCLEFmedical_Caption_2026_valid_60,"Preoperative radiograph. At the level of teeth 205–207, a shadow with saturation characteristic of tooth tissue confirmed the presence of an ectopic tooth (marked with an arrow).","A radiograph of the head and neck region shows a round, homogeneously soft tissue opaque structure (likely a laryngeal cyst) within the larynx.",0.8574837,0.23529411764705882,0.0,0.19607843137254902,-0.6234939694404602
ImageCLEFmedical_Caption_2026_valid_61,"Condition 12 months after the surgery to remove ectopic teeth. On the left side, a properly formed jawbone and nasal cavity are shown.","Intraoral radiograph showing the maxillary incisor teeth.  The tooth structure is visible, with the root canal appearing to have some irregularities.",0.87631077,0.1818181818181818,0.0,0.13636363636363635,-0.2384723275899887
ImageCLEFmedical_Caption_2026_valid_62,"Condition after extraction of ectopic teeth. On the left side, a scaffold for the bone formed of hydroxyapatite polymer material is visible (marked with arrows).","Intraoral radiograph of the maxillary incisor teeth, showing bulbous enlargement of the intra-alveolar part of the teeth and widening of the periodontal ligament space.",0.8475405,0.20000000000000004,0.0,0.20000000000000004,-0.6112160682678223
ImageCLEFmedical_Caption_2026_valid_63,X-ray in oblique head projection. The image shows an ectopic tooth along with an alveolar cyst (the dimensions of the cyst are marked).,"A lateral radiograph of the head and neck region showing the larynx, with a round, soft tissue opacity noted within.",0.8725811,0.2727272727272727,0.04761904761904762,0.13636363636363635,-0.6194888949394226
ImageCLEFmedical_Caption_2026_valid_64,X-ray showing the condition of the jawbone 28 days after tooth extraction. The bone defect is filled with bone tissue without signs of inflammation (marked with arrows).,Lateral radiograph of the head showing dental structures.,0.87602884,0.16666666666666666,0.058823529411764705,0.11111111111111112,-1.1256142854690552
ImageCLEFmedical_Caption_2026_valid_65,Follow-up roentgenogram showing normal bone recovery at the post-extraction defect site 28 days after the procedure (marked with arrows).,"A radiographic image of a dog's head, showing the dentition, with unerupted canine teeth indicated by arrows.",0.85812014,0.20512820512820512,0.0,0.20512820512820512,-0.8704812526702881
ImageCLEFmedical_Caption_2026_valid_66,Large hiatal hernia with intrathoracic portion adjacent to left atrium,CT scan of the chest revealing a large mediastinal mass and potential hematoma in the right pleural space.,0.8658407,0.07142857142857142,0.0,0.07142857142857142,-0.7296152114868164
ImageCLEFmedical_Caption_2026_valid_67,Lateral radiograph of moderately sized hiatal hernia from three months prior to presentation,Lateral chest X-ray showing opacity in the lower lobes posteriorly.,0.8682833,0.08333333333333334,0.0,0.08333333333333334,-0.936837911605835
ImageCLEFmedical_Caption_2026_valid_68,"Transversal, FLAIR T2 weighted MRI showing hyperintesity in multifocal lesions suggestive of auto-immune ME.","T2-weighted MRI image of the brain, showing hyperintense signal in the internal capsule peripheral to the lateral ventricles (arrows).",0.8595114,0.34285714285714286,0.12121212121212122,0.28571428571428575,-0.22022207081317902
ImageCLEFmedical_Caption_2026_valid_69,"Contrast CT images showing the injuries sustained by the patient. Axial view of the chest, highlighting the fluid collection on the dorsal side of the chest cavity (arrows) and demonstrating the spinal body fracture of the fifth thoracic vertebra (arrowheads). No obvious extravasation is seen","Contrast-enhanced CT of the chest shows a heterogeneous mass in the posterior thoracic tissue (white circle), along with pleural thickening (white arrows) and bilateral pleural effusions (gray arrows).",0.88529116,0.27027027027027023,0.08333333333333331,0.2162162162162162,-0.6715083718299866
ImageCLEFmedical_Caption_2026_valid_70,Right-sided pleural effusion and pneumonia.,Chest X-ray showing opacity in the right lung field and blunting of the right costophrenic angle.,0.865242,0.1739130434782609,0.0,0.1739130434782609,-0.6787726879119873
ImageCLEFmedical_Caption_2026_valid_71,"Pneumonia with opacification in the right lower lobe and right upper lobe, with a small loculated right parapneumonic effusion.",Chest CT showing right lower lobe cavity with associated pneumothorax and bronchopulmonary fistula.,0.86331135,0.3125,0.13333333333333333,0.25,-0.6540828347206116
ImageCLEFmedical_Caption_2026_valid_72,Coronal View - Obstructing 5mm Stone in Distal Right Ureter and Hydronephrosis The arrow indicates the 5mm obstructing stone in the distal right ureter.,"A radiopaque focus is seen in the rectal lumen, potentially representing a migrated endovascular coil.",0.85176,0.10526315789473685,0.05555555555555555,0.10526315789473685,-1.0846264362335205
ImageCLEFmedical_Caption_2026_valid_73,"Representative Retrograde PyelogramThe arrow highlights the opacified renal collecting system, enhancing visibility of internal kidney structures, including the renal pelvis and major calyces using a gadolinium-based contrast agent.","The image shows a retroperitoneal ureterogram with a filling defect in the proximal ureter, likely due to a stone or other obstruction. The red arrow indicates the location of the filling defect.",0.8415191,0.1639344262295082,0.0,0.13114754098360656,-0.740908145904541
ImageCLEFmedical_Caption_2026_valid_74,Transverse View - Obstructing 5mm Stone in Distal Right UreterThe arrow indicates the 5mm obstructing stone in the distal right ureter.,CT scan of the lower abdomen shows a needle adjacent to the ileum.,0.86194694,0.12121212121212123,0.0,0.12121212121212123,-0.9292962551116943
ImageCLEFmedical_Caption_2026_valid_75,"Fetal ultrasound scan of the puppy with hydrops fetalis. The yellow arrow points to a hypoplastic artery coming from the right ventricle, the white arrow points to a properly developed artery coming from the left ventricle. PE – pleural effusion, RA – right atrium, RV – right ventricle","Ultrasound showing a transverse view of the abdomen. The aorta (RA) and vena cava (RV) are visualized. There is evidence of free fluid in the abdomen, and the uterus is also visible.",0.84458053,0.23376623376623376,0.02666666666666667,0.15584415584415587,-0.7737055420875549
ImageCLEFmedical_Caption_2026_valid_76,CTA revealing the left-sided saccular superficial femoral artery aneurysm protruding anteriorly.CTA: Computed tomography angiography,A CT angiogram of the lower extremity demonstrates a bypass graft (arrow) with patency of the vessel.,0.85646874,0.06060606060606061,0.0,0.06060606060606061,-0.7415027618408203
ImageCLEFmedical_Caption_2026_valid_77,X-ray lateral view of thorax showing the distally migrated metallic stent (blue arrow),"Posterior spinal fusion, T9-T12 with internal fixation.",0.85035765,0.0,0.0,0.0,-1.1999104022979736
ImageCLEFmedical_Caption_2026_valid_78,X-ray posterior-anterior view of the thorax showing the distally migrated metallic stent (blue arrow),Abdominal X-ray showing a contrast-filled tube in the stomach.,0.8792943,0.2962962962962963,0.08,0.2962962962962963,-0.7658344507217407
ImageCLEFmedical_Caption_2026_valid_79,"Computed tomography saggital section of the thorax showing: A- dilated proximal part of the esophagus, B- esophageal stricture with a residual diameter of 3 mm from the D6 to D8 levels, C- esophageal stent seen with the distal end in the gastric antrum",Sagittal view of a CT Venogram showing the vertebral veins (VCS/BCV) and their exits from the body. A supraclavicular exit and an infraclavicular exit are visible.,0.82139766,0.2,0.029411764705882353,0.14285714285714285,-1.0508906841278076
ImageCLEFmedical_Caption_2026_valid_80,representative image of abdiminal radiograph after successful DJ stent insertion,Abdominal X-ray showing a double-J stent and multiple stones in the kidneys and ureters.,0.85059917,0.07692307692307693,0.0,0.07692307692307693,-1.0904576778411865
ImageCLEFmedical_Caption_2026_valid_81,"Coronal view of computed tomography angiogram of the abdomen and pelvis showing large left renal subcapsular hematoma and hemorrhage. mm, millimeter.","Axial CT image of the abdomen, showing a large cystic lesion in the left lower and mid-chest abutting the mediastinum and left heart border, measuring 20 × 11 × 17 centimeters.",0.8616534,0.3137254901960784,0.08163265306122448,0.27450980392156865,-0.06491321325302124
ImageCLEFmedical_Caption_2026_valid_82,"Axial view of computed tomography angiogram of the abdomen showing large left renal hematoma with contrast blush (arrow) suggestive of active bleeding. mm, millimeter.",CT scan of the abdomen showing a retroperitoneal hematoma.,0.8840371,0.30303030303030304,0.19354838709677416,0.30303030303030304,-0.8960514068603516
ImageCLEFmedical_Caption_2026_valid_83,HRCT Showing Patchy Consolidation With Pleural Thickening (Black Arrow)HRCT: High-resolution computed tomography,Chest CT showing a large air-fluid collection (pointed to by the red arrow) within the right lobe.,0.8599442,0.125,0.0,0.125,-0.7718433141708374
ImageCLEFmedical_Caption_2026_valid_84,UltrasoundBlood flow inside the tumor and well-defined borders,"A hypoechoic, wedge-shaped mass with internal blood flow is visible.",0.85387975,0.09999999999999999,0.0,0.09999999999999999,-1.020277738571167
ImageCLEFmedical_Caption_2026_valid_85,CT (coronal)A low-density area from the left lobe to the isthmus. CT: computed tomography,"Computed tomography of the neck showing a swollen, contrast-enhanced mass in the midline.",0.88318753,0.3333333333333333,0.07142857142857144,0.13333333333333333,-0.6240401864051819
ImageCLEFmedical_Caption_2026_valid_86,CT (axial)A low-density area from the left lobe to the isthmus. CT: computed tomography,CT scan of the neck showing a cystic mass in the right tracheoesophageal groove near the thoracic inlet.,0.85741717,0.23529411764705882,0.0,0.23529411764705882,-0.7799981832504272
ImageCLEFmedical_Caption_2026_valid_87,UltrasoundUltrasound: 26×20×16 mm hypoechoic mass in the left lobe,"Ultrasound image of a cystic lesion in the neck, possibly a lymph node.",0.8660232,0.16666666666666669,0.0909090909090909,0.16666666666666669,-0.8341479897499084
