"ID","Caption"
"ImageCLEFmedical_Caption_2026_valid_27","Transabdominal ultrasound showing a large, fluid-filled ovarian cyst with measured diameters of 7.9 cm and 4.2 cm."
"ImageCLEFmedical_Caption_2026_valid_28","CT abdomen showing a large, complex mass in the central abdomen with surrounding bowel loops and no evidence of free air or perforation."
"ImageCLEFmedical_Caption_2026_valid_29","Transabdominal ultrasound showing multiple hyperechoic lesions with associated color Doppler flow signals."
"ImageCLEFmedical_Caption_2026_valid_30","Posteroanterior chest radiograph showing a large, well-circumscribed, lucent lesion in the right lower lobe, consistent with a pulmonary cyst."
"ImageCLEFmedical_Caption_2026_valid_31","PET-CT scan showing high metabolic activity in the liver and surrounding structures, indicative of a malignant lesion."
"ImageCLEFmedical_Caption_2026_valid_32","A chest X-ray showing a child with a large, well-defined, right-sided pulmonary mass."
"ImageCLEFmedical_Caption_2026_valid_33","Intracardiac echocardiogram showing mitral valve prolapse with significant regurgitation indicated by color Doppler flow (red and blue arrows)."
"ImageCLEFmedical_Caption_2026_valid_34","CT scan showing mediastinal lymphadenopathy and central airway obstruction in a patient with suspected malignancy."
"ImageCLEFmedical_Caption_2026_valid_35","CT scan showing a small, well-circumscribed hyperdense lesion in the right parietal lobe, consistent with a cerebral hemorrhage."
"ImageCLEFmedical_Caption_2026_valid_36","CT scan showing a large intracerebral hemorrhage in the left parietal lobe, with associated mass effect and midline shift."
"ImageCLEFmedical_Caption_2026_valid_37","Chest X-ray showing bilateral diffuse interstitial opacities consistent with viral pneumonia. No evidence of pneumothorax or significant cardiomegaly."
"ImageCLEFmedical_Caption_2026_valid_38","Ultrasound image showing a fluid collection with color Doppler indicating flow."
"ImageCLEFmedical_Caption_2026_valid_39","Transvaginal ultrasound showing a well-defined, hypoechoic ovarian mass with internal complexity and color Doppler flow signals."
"ImageCLEFmedical_Caption_2026_valid_40","MRI of the head and neck. A large, well-circumscribed, hyperintense mass in the right parotid gland (arrow) consistent with a benign parotid tumor."
"ImageCLEFmedical_Caption_2026_valid_41","CT neck showing large right cervical lymphadenopathy with central necrosis and surrounding edema."
"ImageCLEFmedical_Caption_2026_valid_42","Abdominal radiograph showing a large, well-defined, lucent lesion in the right lower quadrant, consistent with a pelvic abscess or gas-filled mass."
"ImageCLEFmedical_Caption_2026_valid_43","A radiograph showing a surgical procedure with a guidewire and a pair of forceps, used to visualize and manipulate the surgical site."
"ImageCLEFmedical_Caption_2026_valid_44","CT scan showing bilateral lung fields with blue and yellow contours indicating areas of interest."
"ImageCLEFmedical_Caption_2026_valid_45","CT abdomen showing multiple abdominal aortic aneurysms with thrombosis and bowel gas patterns."
"ImageCLEFmedical_Caption_2026_valid_46","CT scan showing a large, complex intraluminal mass within the colon, with associated bowel wall thickening and surrounding fat stranding."
"ImageCLEFmedical_Caption_2026_valid_47","Postoperative radiograph of the knee showing a tibial plateau prosthesis with a line drawn from the distal end of the tibia to the proximal end of the femur, labeled as 'A'."
"ImageCLEFmedical_Caption_2026_valid_48","Intravenous urography showing a double J stent in situ, with the distal end of the stent located in the bladder and the proximal end extending through the ureteral orifice."
"ImageCLEFmedical_Caption_2026_valid_49","CT scan showing mediastinal mass with air-filled lung fields and mediastinal shift."
"ImageCLEFmedical_Caption_2026_valid_50","Chest X-ray showing cardiomegaly and increased lung markings."
"ImageCLEFmedical_Caption_2026_valid_51","CXR showing right-sided pleural effusion with associated lung compression and mediastinal shift."
"ImageCLEFmedical_Caption_2026_valid_52","CT chest showing bilateral ground-glass opacities and consolidation in the lower lobes"
"ImageCLEFmedical_Caption_2026_valid_53","Color Doppler echocardiogram showing a large, heterogeneous mass with mixed blue and red flow signals within the left ventricle, consistent with a thrombus or tumor."
"ImageCLEFmedical_Caption_2026_valid_54","Chest X-ray showing a large, well-defined, and centrally located mass in the mediastinum, consistent with a mediastinal tumor. The mass is causing significant mediastinal widening and compression of the cardiac silhouette, with no evidence of pleural effusion or pneumothorax."
"ImageCLEFmedical_Caption_2026_valid_55","Color Doppler echocardiogram showing significant left-to-right shunt with turbulent flow."
"ImageCLEFmedical_Caption_2026_valid_56","MRI showing a large intraperitoneal mass with heterogeneous signal intensity and associated bowel obstruction."
"ImageCLEFmedical_Caption_2026_valid_57","MRI showing a large, well-circumscribed cystic lesion with internal septations and fluid levels, consistent with a complex ovarian cyst."
"ImageCLEFmedical_Caption_2026_valid_58","Chest X-ray revealing a pacemaker with lead placement and a small area of tissue infiltration near the device."
"ImageCLEFmedical_Caption_2026_valid_59","Radiograph showing multiple calcifications in the left breast, with arrows indicating calcified lesions."
"ImageCLEFmedical_Caption_2026_valid_60","Panoramic radiograph of the oral cavity with arrow indicating a dental anomaly."
"ImageCLEFmedical_Caption_2026_valid_61","Panoramic radiograph showing a large, well-defined radiopaque foreign body lodged in the maxillary right quadrant, consistent with a retained dental implant or surgical fragment."
"ImageCLEFmedical_Caption_2026_valid_62","Radiographic image of the thoracic region showing a large mass in the mediastinum, with arrows indicating its location and extent."
"ImageCLEFmedical_Caption_2026_valid_63","Radiograph of a dog’s head and neck showing a large, well-defined radiopaque mass in the oral cavity with measurements of 55.66mm and 28.15mm."
"ImageCLEFmedical_Caption_2026_valid_64","Radiographic image of a dog with multiple arrow-marked radiolucent lesions in the mandible, consistent with odontogenic cysts or tumors."
"ImageCLEFmedical_Caption_2026_valid_65","Radiographic image of a patient with a large, well-defined radiolucent lesion in the maxillary region, with arrows indicating the location of the lesion."
"ImageCLEFmedical_Caption_2026_valid_66","CT scan showing a large mediastinal mass (white arrow) with adjacent mediastinal lymphadenopathy and a right-sided aortic compression (red arrow)."
"ImageCLEFmedical_Caption_2026_valid_67","Lateral chest x-ray showing a large, dense, and irregular mass in the mediastinum, indicated by the arrow."
"ImageCLEFmedical_Caption_2026_valid_68","MRI showing bilateral basal ganglia lesions in a patient with suspected neurocysticercosis."
"ImageCLEFmedical_Caption_2026_valid_69","CT scan of the chest showing multiple pulmonary nodules (triangles) and mediastinal lymphadenopathy (arrows)."
"ImageCLEFmedical_Caption_2026_valid_70","Posteroanterior chest radiograph showing a large right-sided pleural effusion with displaced mediastinum and gastric air bubble in the left hemithorax."
"ImageCLEFmedical_Caption_2026_valid_71","CT scan showing a large right lower lobe pulmonary nodule with associated air bronchogram."
"ImageCLEFmedical_Caption_2026_valid_72","Intracranial metallic foreign body at the level of the foramen of Monro, consistent with a retained surgical instrument."
"ImageCLEFmedical_Caption_2026_valid_73","Post-procedure angiogram showing complete occlusion of the aneurysm sac (arrow) with no residual flow."
"ImageCLEFmedical_Caption_2026_valid_74","CT scan showing a small, well-defined, hypoattenuating lesion in the pelvic region, indicated by the red arrow."
"ImageCLEFmedical_Caption_2026_valid_75","Transabdominal ultrasound image showing a 3.2 cm echogenic mass in the right lower quadrant, with the right ovary (RA) and right fallopian tube (PE) visible."
"ImageCLEFmedical_Caption_2026_valid_76","CT angiogram of the lower limb showing a focal obstruction in the popliteal artery."
"ImageCLEFmedical_Caption_2026_valid_77","Posterior mediastinal device (e.g., pacemaker or lead) with visible metallic structure extending from the upper thoracic region down to the mid-abdomen."
"ImageCLEFmedical_Caption_2026_valid_78","Abdominal radiograph showing a large, well-defined, fluid-filled structure in the right upper quadrant, consistent with a hepatic cyst."
"ImageCLEFmedical_Caption_2026_valid_79","CT scan of the thorax showing a large airway obstruction with a central airway (A), a mediastinal mass (B), and a gastric air bubble (C) in the lower abdomen."
