"ID","Caption"
"ImageCLEFmedical_Caption_2026_valid_45","CT abdomen and pelvis axial view showing a dilated transverse colon with air-fluid level."
"ImageCLEFmedical_Caption_2026_valid_46","CT abdomen and pelvis (sagittal section) demonstrating small bowel dilatation and pneumatosis."
"ImageCLEFmedical_Caption_2026_valid_47","The flexion angle of the knee joint was defined as the angle between the line connecting the center of the femoral condyles A and the line connecting the center of the tibial plateau and the center of the ankle joint"
"ImageCLEFmedical_Caption_2026_valid_48","Lateral film of the abdomen."
"ImageCLEFmedical_Caption_2026_valid_49","A computed tomography (CT) scan of the chest on admission showing multiple nodular opacities in the right lung and patchy opacities in the left lung."
"ImageCLEFmedical_Caption_2026_valid_50","Chest X-ray showing a right-sided pleural thickening. A mass in the left lower lung field and a right-sided pleural thickening are also seen."
"ImageCLEFmedical_Caption_2026_valid_51","Chest radiograph showing a diffuse interstitial pattern in the left lung."
"ImageCLEFmedical_Caption_2026_valid_52","Ground-glass opacity in the right upper lobe"
"ImageCLEFmedical_Caption_2026_valid_53","TTE showing severe tricuspid regurgitation"
"ImageCLEFmedical_Caption_2026_valid_54","chest X-ray"
"ImageCLEFmedical_Caption_2026_valid_55","Initial transthoracic echocardiogram three-chamber view"
"ImageCLEFmedical_Caption_2026_valid_56","Sagittal T2-weighted fast spin echo image through the pelvis shows a large uterine mass (arrows)"
"ImageCLEFmedical_Caption_2026_valid_57","Axial T2-weighted image of a 35-year-old woman with placenta accreta. The placenta is located posteriorly and shows prominent vascular lakes (arrows), which are areas of active blood supply."
"ImageCLEFmedical_Caption_2026_valid_58","Lateral cephalogram image of patient."
"ImageCLEFmedical_Caption_2026_valid_59","Plain radiograph of the head and mandible of a three-year-old female Labrador Retriever (Dog 1) showing radiopaque foci (arrows) in the cervical region. These were later confirmed as dental cement."
"ImageCLEFmedical_Caption_2026_valid_60","Lateral cephalogram from a feline patient with a dentoalveolar dysplasia of the mandible and ectopic eruption of teeth."
"ImageCLEFmedical_Caption_2026_valid_61","Laterolateral radiograph of the right maxilla. Note the severe radiopacity of the alveolar bone."
"ImageCLEFmedical_Caption_2026_valid_62","A 3-month-old heifer calf with severe cardiomegaly (arrows) and a short neck. The heart was enlarged, and the left ventricle was dilated. The image was obtained at the level of the right cranial cardiac vein."
"ImageCLEFmedical_Caption_2026_valid_63","Radiographic measurement of the mandibular ramus length."
"ImageCLEFmedical_Caption_2026_valid_64","Radiographic image of a horse with a fish hook in the left pharyngeal region (lateral projection)."
"ImageCLEFmedical_Caption_2026_valid_65","Lateral cephalic radiograph of the head of a feline cat with a calcified sialocele of the left parotoid gland (arrows)."
"ImageCLEFmedical_Caption_2026_valid_66","Transverse CT aortogram of the chest. Arrow highlighting the mediastinum (white arrow) with the cardiac silhouette (red arrow)"
"ImageCLEFmedical_Caption_2026_valid_67","Lateral chest X-ray. The arrow indicates the pneumomediastinum."
"ImageCLEFmedical_Caption_2026_valid_68","MRI of the mouse brain of a mouse with a DTN. Arrows indicate areas of gliosis in the cerebrum, corresponding to demyelination."
"ImageCLEFmedical_Caption_2026_valid_69","CT image in axial section. Black arrows: costal cartilage; white arrows: ribs."
"ImageCLEFmedical_Caption_2026_valid_70","Chest radiography on admission."
"ImageCLEFmedical_Caption_2026_valid_71","CT scan of the chest at presentation showing extensive right lower lobe consolidation with bronchograms."
"ImageCLEFmedical_Caption_2026_valid_72","CT of the abdomen and pelvis, coronal view, showing an incidental finding of a small calcified lesion in the superior aspect of the right sacroiliac joint."
"ImageCLEFmedical_Caption_2026_valid_73","Intraoperative retrograde pyelography."
"ImageCLEFmedical_Caption_2026_valid_74","Axial CT image of the pelvis demonstrates a small stone in the right ureter (arrow)."
"ImageCLEFmedical_Caption_2026_valid_75","An example of a normal cardiac ultrasound image with normal findings. White arrow: Right atrium; yellow arrow: Right ventricle. PE: pleura. RA: right atrium. RV: right ventricle"
"ImageCLEFmedical_Caption_2026_valid_76","CTA of the left lower extremity. The arrow shows calcification in the left superficial femoral artery.CTA: computed tomography angiography"
"ImageCLEFmedical_Caption_2026_valid_77","Lateral chest X-ray revealing the migrated pacemaker lead (blue arrow)."
"ImageCLEFmedical_Caption_2026_valid_78","Abdominal radiography shows the stent in situ."
"ImageCLEFmedical_Caption_2026_valid_79","CT scan sagittal view of a patient with DGE showing (A) the distal esophagus communicating with the (B) duodenum and the (C) gastric conduit."
"ImageCLEFmedical_Caption_2026_valid_80","AXR demonstrating a normal caliber colon and an apparently non-obstructive small bowel (note the 'whirlpool' sign)"
"ImageCLEFmedical_Caption_2026_valid_81","CT abdomen and pelvis in coronal view demonstrating the spleen"
"ImageCLEFmedical_Caption_2026_valid_82","CT showing a large retroperitoneal hematoma, 144x139mm in size."
"ImageCLEFmedical_Caption_2026_valid_83","CT thorax axial section in lung window showing ground glass opacities (arrow) in the left upper lobe."
"ImageCLEFmedical_Caption_2026_valid_84","Color Doppler US image of the left iliac fossa lesion shows vascularity (white arrow)"
"ImageCLEFmedical_Caption_2026_valid_85","Sagittal CT image showing a large, well-defined, solid, hypodense mass (arrowheads) with heterogeneous enhancement. The mass was located in the right aryepiglotto-pharyngeopalatine fossa."
"ImageCLEFmedical_Caption_2026_valid_86","A computed tomography scan of the neck of the patient showing an anterior thyroid mass (arrowheads)"
"ImageCLEFmedical_Caption_2026_valid_87","Sonographic image showing a hypoechoic nodule of 26 mm in size (triangle) at the right lobe of the thyroid."
"ImageCLEFmedical_Caption_2026_valid_88","MRI of the neck. Coronal T1 pre-contrast with fat suppression. Arrow: thyroid; arrowhead: left axillary lymph node."
"ImageCLEFmedical_Caption_2026_valid_89","Coronal T2 fat-suppressed MRI of the patient's right shoulder. The white arrow indicates a right supraclavicular plexus plexus, and the arrowhead indicates a collection of lymph nodes."
"ImageCLEFmedical_Caption_2026_valid_90","T2-weighted MRI image of the cervical spine showing a cyst in the spinal canal at C5-C6 (arrow)MRI: magnetic resonance imaging"
"ImageCLEFmedical_Caption_2026_valid_91","B-scan ultrasound of the right eye showing vitreous detachment (arrow) and retinal detachment.ON: optic nerve"
"ImageCLEFmedical_Caption_2026_valid_92","Computed tomography scan of the abdomen showing a 18 mm cystic lesion (arrow) in the tail of the pancreas."
"ImageCLEFmedical_Caption_2026_valid_93","Preoperative X-ray: lateral view of the left leg."
"ImageCLEFmedical_Caption_2026_valid_94","MRI image of the thigh of a 27-year-old man, showing a focal collection (depicted by the green star) beneath the superficial fascia at the distal thigh."
"ImageCLEFmedical_Caption_2026_valid_95","MRI of the lumbar spine. MRI T2W image of lumbar spine showing right iliac bone destruction."
"ImageCLEFmedical_Caption_2026_valid_96","Enhanced CT scan of the abdomen. The arrow indicates the left inferior epigastric artery."
"ImageCLEFmedical_Caption_2026_valid_97","Computed tomography scan showing a mass with a small amount of ascites."
"ImageCLEFmedical_Caption_2026_valid_98","Abdominal computed tomography (CT) scan revealed a high-density shadow in the superior mesenteric vein (arrow)."
"ImageCLEFmedical_Caption_2026_valid_99","CT abdomen with contrast showing thickened jejunum (blue arrow)."
"ImageCLEFmedical_Caption_2026_valid_100","The transesophageal echocardiogram revealed an enlarged aortic valve."
"ImageCLEFmedical_Caption_2026_valid_101","CT scan image showing left adrenal mass (arrow)."
"ImageCLEFmedical_Caption_2026_valid_102","High-resolution CT scan of the chest showing diffuse mosaic attenuation, ground glass opacities, and interlobular septal thickening (arrows), classically seen in connective tissue diseases"
"ImageCLEFmedical_Caption_2026_valid_103","CT of the chest, coronal view, with contrast. Red arrow pointing at the pericardial mass."
"ImageCLEFmedical_Caption_2026_valid_104","Chest Xray showing a well-defined mass (blue arrow) with a few air locules (red arrows)."
"ImageCLEFmedical_Caption_2026_valid_105","Abdominal x-ray showing free air under the diaphragm"
"ImageCLEFmedical_Caption_2026_valid_106","CT abdomen (coronal view) showing the lesion"
"ImageCLEFmedical_Caption_2026_valid_107","Axial CT image showing the contours of the contours of the left breast (red), the aorta (blue) and the heart border (orange)"
"ImageCLEFmedical_Caption_2026_valid_108","PET-CT shows multiple hypermetabolic lesions."
"ImageCLEFmedical_Caption_2026_valid_109","Positron emission tomography (PET) scan demonstrating metabolic activity within the left iliac bone."
"ImageCLEFmedical_Caption_2026_valid_110","PET/CT axial slice, soft tissue window."
"ImageCLEFmedical_Caption_2026_valid_111","CT abdomen."
"ImageCLEFmedical_Caption_2026_valid_112","Computed tomography scan of the neck showing the presence of a right paramedian enhancing mass (arrow)."
"ImageCLEFmedical_Caption_2026_valid_113","CT angiography of the chest. The white arrow indicates the pulmonary embolism."
"ImageCLEFmedical_Caption_2026_valid_114","The regions of interests (ROIs) for the MRI scan with contrast."
"ImageCLEFmedical_Caption_2026_valid_115","MRI of the brain without contrast. MRI: magnetic resonance imaging"
"ImageCLEFmedical_Caption_2026_valid_116","MRI (FLAIR)"
"ImageCLEFmedical_Caption_2026_valid_117","T2-weighted image shows dilated small bowel loops (arrows)"
"ImageCLEFmedical_Caption_2026_valid_118","Air-fluid levels in the small intestines."
"ImageCLEFmedical_Caption_2026_valid_119","A magnified image of the midsagittal cervical ectopic pregnancy, showing the fetal head, amniotic sac containing the fetal head, myometrium (myo) and the cervical polyp (full) with the distance (D) between the myometrium and the cervical polyp."
"ImageCLEFmedical_Caption_2026_valid_120","Chest X-ray. The catheter, which was placed in the heart, is seen in the right ventricle of the heart (arrows)"
"ImageCLEFmedical_Caption_2026_valid_121","Chest X-ray. Fluoroscopy image showing the Swan-Ganz catheter (white arrow) and the double lumen catheter (dashed white arrows)"
"ImageCLEFmedical_Caption_2026_valid_122","The chest X-ray image obtained by the chest X-ray in the ICU. The image was taken on the second day of ICU admission. The arrow indicates the tip of the nasogastric tube."
"ImageCLEFmedical_Caption_2026_valid_123","CT scan of the chest showing diffuse bilateral interstitial and alveolar opacities."
"ImageCLEFmedical_Caption_2026_valid_124","Chest X-ray shows right and left perihilar interstitial opacities."
"ImageCLEFmedical_Caption_2026_valid_125","TTE parasternal long axis view showing the hypertrophied left ventricle with a narrowed left ventricular outflow tract (arrow) and decreased systolic function. TTE: transthoracic echocardiography"
"ImageCLEFmedical_Caption_2026_valid_126","CT scan of the abdomen and pelvis with IV contrast. The arrow indicates a large mass with a mottled density and mottled enhancement."
"ImageCLEFmedical_Caption_2026_valid_127","Axial T1 MRI"
"ImageCLEFmedical_Caption_2026_valid_128","Kidney ultrasound during treatment with anti-TNF."
"ImageCLEFmedical_Caption_2026_valid_129","Ultrasound image of perinephric hematoma."
"ImageCLEFmedical_Caption_2026_valid_130","Kidney ultrasound."
"ImageCLEFmedical_Caption_2026_valid_131","Kidney ultrasound."
"ImageCLEFmedical_Caption_2026_valid_132","Transabdominal ultrasound image of a giant right ovarian teratoma with multiple cystic areas: a 9-year-old girl with a right adnexal mass."
"ImageCLEFmedical_Caption_2026_valid_133","Image 1: US image of an ovarian mass, with 12 mm × 11 mm in size."
"ImageCLEFmedical_Caption_2026_valid_134","Coronary CT angiogram showing the measurement of the ascending aorta, its diameter is 4.9 cm and the aorta is 2.6 cm in diameter."
"ImageCLEFmedical_Caption_2026_valid_135","CT of the head without contrast showing no acute intracranial bleed, edema, or mass lesion"
"ImageCLEFmedical_Caption_2026_valid_136","CT scan of the head. CT: computed tomography"
"ImageCLEFmedical_Caption_2026_valid_137","Echocardiography showing severe tricuspid regurgitation with significant right ventricular strain (right ventricular systolic pressure > 70 mmHg)."
"ImageCLEFmedical_Caption_2026_valid_138","Representative image from a TEE study of a 16-year-old female patient with Marfan syndrome who underwent aortic root replacement with the reconstruction of the aortic isthmus. The aortic valve is not visible in this image, but a large aortic aneurysm is evident."
"ImageCLEFmedical_Caption_2026_valid_139","VIBE elastography image of the superficial plantar fascia."
"ImageCLEFmedical_Caption_2026_valid_140","Axial CT image of the abdomen. A small subcapsular hematoma is observed in the right lobe of the liver (white arrow)."
"ImageCLEFmedical_Caption_2026_valid_141","Right kidney sonogram. Right kidney showing a 1.5 x 1.5 x 1.7 cm hypoechoic lesion (arrow) in the upper pole with an echogenic rim, consistent with a renal abscess."
"ImageCLEFmedical_Caption_2026_valid_142","Axial CT image with ROI placed in the psoas musculature, paraspinal musculature, iliacus musculature, and subcutaneous tissue"
"ImageCLEFmedical_Caption_2026_valid_143","CT urography (coronal view) showing retained DJ stent (red arrow) in the right ureter."
"ImageCLEFmedical_Caption_2026_valid_144","CT angiography showing a 99% stenosis in the proximal RCA (white arrowhead)"
"ImageCLEFmedical_Caption_2026_valid_145","Cystogram demonstrating right ureteral stone (red arrow) with distal ureteral stent (yellow arrow)."
"ImageCLEFmedical_Caption_2026_valid_146","Cardiac MRI cine SSFP image in short axis view at the level of papillary muscles demonstrating large mass in the right atrium."
"ImageCLEFmedical_Caption_2026_valid_147","Axial CT scan (bone window) showing bony destruction of the right frontal sinus (arrow)."
"ImageCLEFmedical_Caption_2026_valid_148","Example CT image of a patient suffering from HPVG. HPVG—Hepatic Portal Venous Gas."
"ImageCLEFmedical_Caption_2026_valid_149","Chest X-ray."
"ImageCLEFmedical_Caption_2026_valid_150","PET/CT scan of the abdomen and pelvis showing an abnormal uptake of the left kidney."
"ImageCLEFmedical_Caption_2026_valid_151","Axial T2-weighted image of the brain. The image shows a hyperintense lesion in the right temporal lobe."
"ImageCLEFmedical_Caption_2026_valid_152","Postoperative lateral radiograph of the left ankle"
"ImageCLEFmedical_Caption_2026_valid_153","Intraoperative X-ray image showing the implantation of the artificial graft."
"ImageCLEFmedical_Caption_2026_valid_154","Anteroposterior radiograph of the left ankle joint obtained on admission"
"ImageCLEFmedical_Caption_2026_valid_155","Coronal CT scan of the patient's skull at the time of presentation"
"ImageCLEFmedical_Caption_2026_valid_156","Whole body PET/CT scan image"
"ImageCLEFmedical_Caption_2026_valid_157","PET scan of the patient (18F-fluorodeoxyglucose positron emission tomography).The PET/CT image shows no abnormal FDG uptake."
"ImageCLEFmedical_Caption_2026_valid_158","PET scan of the patient."
"ImageCLEFmedical_Caption_2026_valid_159","CT chest with contrast. Red circle showing a left upper lobe nodule"
"ImageCLEFmedical_Caption_2026_valid_160","MRI of the pelvis. The image shows a transverse view of the MRI of the pelvis performed to investigate the right acetabular and femoral bone marrow involvement. The arrow points to a hyperintense lesion in the left acetabular bone marrow."
"ImageCLEFmedical_Caption_2026_valid_161","CT chest showing ill-defined wedge-shaped opacity in the right upper lobe (arrow)."
"ImageCLEFmedical_Caption_2026_valid_162","Standing anteroposterior radiographs of the lower extremities. Red line: anatomic mechanical axis; green line: mechanical axis; dotted line: mechanical axis tangent to the tibial plateau."
"ImageCLEFmedical_Caption_2026_valid_163","X-ray of right foot."
"ImageCLEFmedical_Caption_2026_valid_164","X-ray of the left foot."
"ImageCLEFmedical_Caption_2026_valid_165","Non-contrast CT of the chest: Bilateral hilar lymphadenopathy (red arrows). CT: computed tomography."
"ImageCLEFmedical_Caption_2026_valid_166","CT imaging of the chest revealing a 40 × 43 mm mass."
"ImageCLEFmedical_Caption_2026_valid_167","Ultrasound image of the fetal heart showing a hypoplastic ventricular septum (red arrow) and a hypoplastic atrioventricular valve (green arrow)."
"ImageCLEFmedical_Caption_2026_valid_168","Axial CT scan of the ankle (sagittal view) with contrast. The image shows a high-density collection in the subtalar joint (orange arrow) with a rim of low density surrounding the collection (double arrow)."
"ImageCLEFmedical_Caption_2026_valid_169","CT scan of the abdomen and pelvis 12 weeks after the start of treatment with azacitidine."
"ImageCLEFmedical_Caption_2026_valid_170","Abdominal computed tomography scan showing a large heterogeneous mass in the head of the pancreas (arrow)"
"ImageCLEFmedical_Caption_2026_valid_171","Non-contrasted CT scan of the abdomen and pelvis demonstrating a large left-sided hydronephrotic kidney with a calculus (arrows)."
"ImageCLEFmedical_Caption_2026_valid_172","Chest CT, axial view, showing the mediastinal lesion"
"ImageCLEFmedical_Caption_2026_valid_173","The chest X-ray showing bilateral ground glass opacities in the upper and lower zones"
"ImageCLEFmedical_Caption_2026_valid_174","CT chest showing bilateral lung infiltrates."
"ImageCLEFmedical_Caption_2026_valid_175","Chest CT scan."
"ImageCLEFmedical_Caption_2026_valid_176","CT scan of the chest showing large right-sided breast mass."
"ImageCLEFmedical_Caption_2026_valid_177","Ultrasound image of a polycystic ovary syndrome (PCOS) patient. A 25-year-old woman with a serum follicle-stimulating hormone (FSH) of 3.34 IU/ml, a serum luteinizing hormone (LH) of 4.94 IU/ml, a serum level of 1300 ng/ml, and a serum insulin level of 40 ng/ml was diagnosed with PCOS. The ultrasound image shows a hypoechoic mass with a diameter of 22 mm in the ovary."
"ImageCLEFmedical_Caption_2026_valid_178","Endoscopic ultrasound image of the pancreatic duct with a 7-mm diameter stone."
"ImageCLEFmedical_Caption_2026_valid_179","EUS image of the polyp in the body of the stomach"
"ImageCLEFmedical_Caption_2026_valid_180","Endoscopic ultrasonography (EUS) findings of the tumor."
"ImageCLEFmedical_Caption_2026_valid_181","Panoramic radiograph showing two intraoral wires and the position of the two screws."
"ImageCLEFmedical_Caption_2026_valid_182","Preoperative panoramic radiograph."
"ImageCLEFmedical_Caption_2026_valid_183","Panoramic radiograph after 18 months of follow-up."
"ImageCLEFmedical_Caption_2026_valid_184","Pre operative orthopantomogram"
"ImageCLEFmedical_Caption_2026_valid_185","Panoramic radiograph of the patient in the authors' archives. The radiopaque areas correspond to the areas of bone defect."
"ImageCLEFmedical_Caption_2026_valid_186","Cephalometric landmarks and reference lines, the arrows indicate the landmarks, and the labels denote the reference lines."
"ImageCLEFmedical_Caption_2026_valid_187","Cephalometric landmarks and lines. (1) Nasion, (2) Sella, (3) McRae lines, (4) Linea, (5) Linea, (6) Linea."
"ImageCLEFmedical_Caption_2026_valid_188","Panoramic radiograph. The image shows the 8 anatomic parts of the jaw"
"ImageCLEFmedical_Caption_2026_valid_189","Right mediolateral mammogram."
"ImageCLEFmedical_Caption_2026_valid_190","Lateral radiograph after bone grafting and external fixation."
"ImageCLEFmedical_Caption_2026_valid_191","Ultrasound image of the sternoclavicular joint."
"ImageCLEFmedical_Caption_2026_valid_192","Anteroposterior radiograph of the lower limbs showed bilateral, multiple, well-defined, round, lucent lesions in the bones of the lower extremities"
"ImageCLEFmedical_Caption_2026_valid_193","Sagittal CT scan showing a well-defined lesion (blue arrow) in the left side of the tongue (red arrow) with no evidence of bony erosion.CT: computerized tomography"
"ImageCLEFmedical_Caption_2026_valid_194","Axial STIR magnetic resonance image of the right elbow joint shows a large area of joint effusion with areas of synovitis (arrows)"
"ImageCLEFmedical_Caption_2026_valid_195","MRI coronal view of the left elbow showing a focal area of discontinuity of the radial collateral ligament (yellow arrow).MRI: magnetic resonance imaging"
"ImageCLEFmedical_Caption_2026_valid_196","Axial fat-suppressed T2-weighted MR image shows the fracture line (arrow)"
"ImageCLEFmedical_Caption_2026_valid_197","MRI image of the knee joint (sagittal view)"
"ImageCLEFmedical_Caption_2026_valid_198","CT head without contrast shows a non-enhancing hypodense lesion in the left frontal lobe with a mean Hounsfield unit (HU) of +44.2"
"ImageCLEFmedical_Caption_2026_valid_199","Ultrasound image of the uterus (sagittal view)"
"ImageCLEFmedical_Caption_2026_valid_200","CT scan of the skull. Note a soft tissue density lesion (arrow)"
"ImageCLEFmedical_Caption_2026_valid_201","High-resolution computed tomography of chest showing ground glass opacities with interlobular septal thickening"
"ImageCLEFmedical_Caption_2026_valid_202","Axial chest computed tomography scan of a 52-year-old female with squamous cell carcinoma of the lung. Bronchial wall thickening and calcified lesion are visible in the right main bronchus and a small lesion is visible in the left upper lobe."
"ImageCLEFmedical_Caption_2026_valid_203","Chest X-ray AP view showing right-sided tension pneumothorax with right-sided chest tube (red star), endotracheal tube (black star), and nasogastric tube (blue star)"
"ImageCLEFmedical_Caption_2026_valid_204","Chest CT. A large right-sided pneumothorax is demonstrated (star)."
"ImageCLEFmedical_Caption_2026_valid_205","(a) The left tibial and femoral bones and (b) the left T1, T2, and T3 of a specimen of the butterfly Papyraleus edwardsii."
"ImageCLEFmedical_Caption_2026_valid_206","CT scan image of the head."
"ImageCLEFmedical_Caption_2026_valid_207","CT scan of the chest with contrast. Multiple left and right breast masses are evident (arrows).CT: computed tomography"
"ImageCLEFmedical_Caption_2026_valid_208","CT chest, axial view. Bilateral axillary lymphadenopathy"
"ImageCLEFmedical_Caption_2026_valid_209","Computed tomography shows bilateral, multiloculated, non-enhancing masses."
"ImageCLEFmedical_Caption_2026_valid_210","CT scan of the chest of the right breast mass"
"ImageCLEFmedical_Caption_2026_valid_211","PET-CT shows a hypermetabolic mass in the left lower lobe of the lung"
"ImageCLEFmedical_Caption_2026_valid_212","A 41-year-old man with lung adenocarcinoma. Axial MDCT image shows a well-circumscribed mass-like nodule with smooth margins and internal calcification in the right upper lobe."
"ImageCLEFmedical_Caption_2026_valid_213","Brain computed tomography (CT) scan showing bilateral hyperdense lentiform nuclei (arrows)."
"ImageCLEFmedical_Caption_2026_valid_214","Axial CT image. Intraluminal debris can be seen in the right main bronchus (red arrow)"
"ImageCLEFmedical_Caption_2026_valid_215","Axial CT of the chest with contrast demonstrating a large right hilar mass compromising the right main bronchus (red arrow)."
"ImageCLEFmedical_Caption_2026_valid_216","X-Ray of the right shoulder at presentation."
"ImageCLEFmedical_Caption_2026_valid_217","Radiograph of the right shoulder shows the humeral component in the glenoid with a well-defined, high-density lesion (circled) with a small, lucent zone."
"ImageCLEFmedical_Caption_2026_valid_218","CT brain showing left lateral ventricle compression"
"ImageCLEFmedical_Caption_2026_valid_219","CT scan of the abdomen. Green arrows show the renal masses"
"ImageCLEFmedical_Caption_2026_valid_220","Voiding cystourethrogram. Voiding cystourethrogram demonstrating severe left-sided vesicoureteral reflux"
"ImageCLEFmedical_Caption_2026_valid_221","Retrograde urethrogram demonstrating a 2.6-cm filling defect in the right proximal urethra (arrow)."
"ImageCLEFmedical_Caption_2026_valid_222","CT scan of the abdomen showing a large lobulated cystic mass in the left adnexa (green arrows) with diffuse thickening of the left adnexal and peritoneal walls."
"ImageCLEFmedical_Caption_2026_valid_223","Anterior posterior view of the abdomen showing the large mass in the right hemiabdomen (black arrow)."
