"ID","Caption"
"ImageCLEFmedical_Caption_2026_valid_37","Chest X-ray showing a right lower lobe consolidation, potentially due to pneumonia."
"ImageCLEFmedical_Caption_2026_valid_38","B-scan ultrasound of the eye. The image shows the anterior chamber angle (yellow arrow), the iris (blue arrow), and the pupil (red arrow)."
"ImageCLEFmedical_Caption_2026_valid_39","Ultrasound image of the breast. The image shows a large cystic lesion with irregular borders in the left breast. The cystic lesion is bright and fluid-filled, with a surrounding hypoechoic halo."
"ImageCLEFmedical_Caption_2026_valid_40","T2-weighted MRI of the head. There is a well-defined, hyperintense lesion in the left parotid gland (white arrow), which is likely a benign cystic lesion."
"ImageCLEFmedical_Caption_2026_valid_41","There is a hypodense lesion in the right parotid gland."
"ImageCLEFmedical_Caption_2026_valid_42","Abdominal X-ray."
"ImageCLEFmedical_Caption_2026_valid_43","The image shows a fluoroscopic view of the biliary system, likely during an ERCP (Endoscopic Retrograde Cholangiopancreatography). The white arrow points to a contrast agent within the common bile duct."
"ImageCLEFmedical_Caption_2026_valid_44","CT scan reveals significant bilateral pulmonary edema, with a large pleural effusion on the right side."
"ImageCLEFmedical_Caption_2026_valid_45","Multiple small nodular densities are seen within the small bowel loops."
"ImageCLEFmedical_Caption_2026_valid_46","CT scan of the abdomen revealing bowel distention and a possible obstruction."
"ImageCLEFmedical_Caption_2026_valid_47","X-ray image of the right lower extremity. The image displays a lateral view of the right knee with a posterior tibial plate, and the measurement 'A' is indicated in the image."
"ImageCLEFmedical_Caption_2026_valid_48","Abdominal radiograph showing a central venous catheter in place."
"ImageCLEFmedical_Caption_2026_valid_49","Axial chest CT image showing normal lung fields and cardiac silhouette."
"ImageCLEFmedical_Caption_2026_valid_50","Chest X-ray showing a right-sided pleural effusion."
"ImageCLEFmedical_Caption_2026_valid_51","Chest X-ray showing a possible pneumothorax on the left side."
"ImageCLEFmedical_Caption_2026_valid_52","Chest CT showing extensive consolidation in the right lower lobe, suggestive of pneumonia. The left lung appears relatively clear."
"ImageCLEFmedical_Caption_2026_valid_53","Transesophageal echocardiogram (TEE) showing a dilated aorta."
"ImageCLEFmedical_Caption_2026_valid_54","Cardiomegaly and pulmonary edema."
"ImageCLEFmedical_Caption_2026_valid_55","Transthoracic echocardiogram shows a normal-appearing heart with no obvious abnormalities."
"ImageCLEFmedical_Caption_2026_valid_56","Transverse T2-weighted MRI image of the pelvis. Large cystic mass in the left adnexa (arrows)"
"ImageCLEFmedical_Caption_2026_valid_57","MRI image showing a large, fluid-filled cystic lesion with surrounding edema in the pelvis."
"ImageCLEFmedical_Caption_2026_valid_58","The image shows a skull with a device implanted near the center."
"ImageCLEFmedical_Caption_2026_valid_59","The image shows a dental X-ray of the mandible. There are several radiopaque structures visible, including teeth and the mandible itself. There are also several white arrows pointing to areas of increased density, possibly representing calcifications or other abnormalities."
"ImageCLEFmedical_Caption_2026_valid_60","A panoramic radiograph of the head shows a radiopaque lesion in the maxillary sinus."
"ImageCLEFmedical_Caption_2026_valid_61","Dental X-ray showing the upper right canine tooth."
"ImageCLEFmedical_Caption_2026_valid_62","Dental X-ray showing a radiopaque mass (arrows) in the right side of the mandible."
"ImageCLEFmedical_Caption_2026_valid_63","Dental radiograph of a dog's head. The image shows the mandible and maxilla, with the teeth visible. Measurements are provided for the length of the mandible and the length of the maxilla."
"ImageCLEFmedical_Caption_2026_valid_64","Dental radiograph showing a foreign body (likely a catheter) in the trachea."
"ImageCLEFmedical_Caption_2026_valid_65","Dental X-ray: showing tooth decay in the upper left canine and the upper right canine."
"ImageCLEFmedical_Caption_2026_valid_66","Massive cardiomegaly with probable pericardial effusion and possible tamponade."
"ImageCLEFmedical_Caption_2026_valid_67","Right-sided pneumothorax."
"ImageCLEFmedical_Caption_2026_valid_68","Brain MRI showing bilateral lesions in the white matter."
"ImageCLEFmedical_Caption_2026_valid_69","CT scan of the chest showing a hematoma in the mediastinum, likely related to trauma. Multiple linear densities are seen within the left main bronchus (arrows) and suggestive of a possible left mainstem bronchus intubation. There is also a possible hematoma in the posterior mediastinum (triangles)."
"ImageCLEFmedical_Caption_2026_valid_70","Chest X-ray showing right lower lobe consolidation and opacity."
"ImageCLEFmedical_Caption_2026_valid_71","CT scan of the chest showing a large right-sided pleural effusion with associated atelectasis. The fluid is obscuring the right lung."
"ImageCLEFmedical_Caption_2026_valid_72","A CT scan of the pelvis shows a radiopaque lesion in the right acetabulum, likely a radiopaque foreign body."
"ImageCLEFmedical_Caption_2026_valid_73","Abdominal CT scan showing bowel obstruction."
"ImageCLEFmedical_Caption_2026_valid_74","CT scan of the pelvis shows a small, round, hypodense lesion in the right lower quadrant, likely a cyst."
"ImageCLEFmedical_Caption_2026_valid_75","Ultrasound image of the abdomen. The portal vein is dilated (white arrow), and the hepatic veins are compressed (yellow arrow)."
"ImageCLEFmedical_Caption_2026_valid_76","Axial view of the lower limb showing a superficial femoral artery aneurysm with a thrombus."
"ImageCLEFmedical_Caption_2026_valid_77","Chest X-ray showing a central line, likely a subclavian or internal jugular, with the tip visible in the superior vena cava."
"ImageCLEFmedical_Caption_2026_valid_78","An X-ray image showing a contrast-filled tube, likely a feeding tube, passing through the stomach."
"ImageCLEFmedical_Caption_2026_valid_79","Axial CT image of the chest showing a tracheostomy tube (A) and a central venous catheter (C) in the superior vena cava (B)."
"ImageCLEFmedical_Caption_2026_valid_80","Abdominal X-ray showing a catheter in the right upper quadrant."
"ImageCLEFmedical_Caption_2026_valid_81","A cross-sectional view of the chest showing the heart, lungs, and major vessels."
"ImageCLEFmedical_Caption_2026_valid_82","Abdominal CT image showing a large fluid-filled mass in the left upper quadrant, measuring approximately 144 mm in diameter."
"ImageCLEFmedical_Caption_2026_valid_83","Axial CT image of the chest showing a large area of consolidation in the left lung field, with possible cavitation."
"ImageCLEFmedical_Caption_2026_valid_84","Ultrasound showing a large hematoma in the left thigh (white arrow)."
"ImageCLEFmedical_Caption_2026_valid_85","CT scan of the neck showing a mass in the midline of the neck, suggestive of a thyroid or parathyroid tumor."
"ImageCLEFmedical_Caption_2026_valid_86","CT scan of the neck showing a mass in the right lobe of the thyroid gland (arrows)."
"ImageCLEFmedical_Caption_2026_valid_87","Ultrasound showing a large left testicle (arrowheads) with a small right testicle."
"ImageCLEFmedical_Caption_2026_valid_88","MRI showing a cervical spinal cord lesion (white arrow) and a possible soft tissue mass (yellow triangle)."
"ImageCLEFmedical_Caption_2026_valid_89","Axial T1-weighted MRI of the upper thorax showing the trachea (white arrow) and the right subclavian artery (white arrowhead)."
"ImageCLEFmedical_Caption_2026_valid_90","C6-C7 disc herniation."
"ImageCLEFmedical_Caption_2026_valid_91","Retinal detachment, superiorly located."
"ImageCLEFmedical_Caption_2026_valid_92","Axial CT image showing a small bowel obstruction with a dilated proximal small bowel and a transition point at the level of the mid-small bowel."
"ImageCLEFmedical_Caption_2026_valid_93","X-ray of the left lower leg shows a prosthetic leg with various components."
"ImageCLEFmedical_Caption_2026_valid_94","T1-weighted MRI of the thigh. There is a large, well-defined, hypointense mass in the right proximal femur."
"ImageCLEFmedical_Caption_2026_valid_95","MRI image of the lower back."
"ImageCLEFmedical_Caption_2026_valid_96","Abdominal CT scan showing a mass in the right inguinal region."
"ImageCLEFmedical_Caption_2026_valid_97","Abdominal CT scan showing a large cyst in the left kidney."
"ImageCLEFmedical_Caption_2026_valid_98","Abdominal CT scan showing a left kidney cyst."
"ImageCLEFmedical_Caption_2026_valid_99","Abdominal CT scan showing a small bowel perforation, indicated by the blue arrow."
"ImageCLEFmedical_Caption_2026_valid_100","Transthoracic echocardiogram showing a large pericardial effusion."
"ImageCLEFmedical_Caption_2026_valid_101","Abdominal CT showing a mass in the pancreas."
"ImageCLEFmedical_Caption_2026_valid_102","CT image of the chest showing emphysema, with hyperinflated lungs and areas of lucency in the lung fields, suggested by the arrows."
"ImageCLEFmedical_Caption_2026_valid_103","The image shows a cross-sectional view of the chest, with a large mass in the mediastinum."
"ImageCLEFmedical_Caption_2026_valid_104","Right-sided pneumothorax with evidence of a large pleural effusion on the right side (red arrows). There is also evidence of a left-sided pleural effusion (blue arrow)."
"ImageCLEFmedical_Caption_2026_valid_105","Abdominal X-ray showing free air in the abdomen."
"ImageCLEFmedical_Caption_2026_valid_106","CT scan of the abdomen showing a 6.0 cm mass in the small bowel."
"ImageCLEFmedical_Caption_2026_valid_107","CT chest showing a mass in the right lung (yellow circle) with surrounding edema (blue) and a pneumothorax (green)."
"ImageCLEFmedical_Caption_2026_valid_108","Axial view of the chest showing the lungs, heart, and mediastinum. The image demonstrates a nodule in the lung."
"ImageCLEFmedical_Caption_2026_valid_109","Abdominal CT scan showing a 3.2 x 2.7 cm mass in the right lower quadrant with fatty density."
"ImageCLEFmedical_Caption_2026_valid_110","PET/CT scan of the chest showing a large pulmonary mass with increased metabolic activity."
"ImageCLEFmedical_Caption_2026_valid_111","CT scan showing a liver lesion."
"ImageCLEFmedical_Caption_2026_valid_112","CT scan of the neck showing a mass in the right submandibular region (arrow)."
"ImageCLEFmedical_Caption_2026_valid_113","Axial CT image of the chest showing a large mediastinal mass, likely a lymph node or tumor, with displacement of the trachea (white arrow)."
"ImageCLEFmedical_Caption_2026_valid_114","T2-weighted MRI of the brain showing a small area of increased signal intensity in the pons."
"ImageCLEFmedical_Caption_2026_valid_115","Brain MRI. Axial T2-weighted image shows hyperintense lesion in the posterior fossa, likely a tumor."
"ImageCLEFmedical_Caption_2026_valid_116","T2-weighted MRI image of the brain showing hyperintense signal in the white matter, likely reflecting a demyelinating process."
"ImageCLEFmedical_Caption_2026_valid_117","Abdominal MRI showing a large, heterogeneous mass in the right upper quadrant, likely representing a tumor (arrows indicate areas of increased signal intensity)."
"ImageCLEFmedical_Caption_2026_valid_118","Abdominal X-ray showing bowel obstruction."
"ImageCLEFmedical_Caption_2026_valid_119","Transvaginal ultrasound shows a full bladder. The cervical canal is visible. The fetal head is seen in the lower part of the image. The diameter of the cervical canal (D) is measured."
"ImageCLEFmedical_Caption_2026_valid_120","Chest X-ray showing a large opacity in the right lung field (arrows)."
"ImageCLEFmedical_Caption_2026_valid_121","Chest X-ray showing a large left sided pneumothorax with a collapsed lung."
"ImageCLEFmedical_Caption_2026_valid_122","Intubated patient, chest X-ray showing the endotracheal tube in correct position."
"ImageCLEFmedical_Caption_2026_valid_123","CT chest axial image showing extensive emphysema, including bullae, subpleural emphysema, and upper lobe predominant disease."
"ImageCLEFmedical_Caption_2026_valid_124","Chest X-ray showing a heart and lungs."
"ImageCLEFmedical_Caption_2026_valid_125","Transthoracic echocardiogram in the parasternal long-axis view showing a dilated left ventricle (LV) with a prominent interventricular septum (arrow)."
"ImageCLEFmedical_Caption_2026_valid_126","CT scan of the abdomen shows a left kidney mass with a cystic component."
"ImageCLEFmedical_Caption_2026_valid_127","Brain MRI axial slice showing the normal structures of the brain."
"ImageCLEFmedical_Caption_2026_valid_128","Ultrasound image of the kidneys showing bilateral hydronephrosis."
"ImageCLEFmedical_Caption_2026_valid_129","Ultrasound of the abdomen shows a large fluid collection, likely a cyst or abscess, within the right lower quadrant."
"ImageCLEFmedical_Caption_2026_valid_130","Ultrasound of the uterus shows a gestational sac with a well-defined, round, fluid-filled structure."
"ImageCLEFmedical_Caption_2026_valid_131","Ultrasound of the abdomen showing a large amount of free fluid in the abdominal cavity."
"ImageCLEFmedical_Caption_2026_valid_132","Ultrasound of the abdomen showing a cystic lesion in the left kidney."
"ImageCLEFmedical_Caption_2026_valid_133","Ultrasound image of the pelvis showing multiple cystic structures."
"ImageCLEFmedical_Caption_2026_valid_134","The CT image shows a cross-sectional view of the heart. The aorta is measured at 4.90 cm, and the left ventricle is measured at 2.62 cm."
"ImageCLEFmedical_Caption_2026_valid_135","Head CT showing small foci of increased density in the basal ganglia."
"ImageCLEFmedical_Caption_2026_valid_136","Axial CT image of the brain, showing normal brain structures."
"ImageCLEFmedical_Caption_2026_valid_137","Transthoracic echocardiogram showing a normal heart size and good visualization of the cardiac structures."
"ImageCLEFmedical_Caption_2026_valid_138","Aortic arch view from a transthoracic echocardiogram. The left (L) and right (R) carotid arteries are visible."
"ImageCLEFmedical_Caption_2026_valid_139","Ultrasound of the lower leg showing increased blood flow in the superficial femoral artery."
"ImageCLEFmedical_Caption_2026_valid_140","Axial CT image of the abdomen showing a 2.5 cm well-defined hypodense lesion in the right lobe of the liver."
"ImageCLEFmedical_Caption_2026_valid_141","Ultrasound image of the abdomen showing a hyperechoic lesion (arrow) in the right kidney, possibly representing a cyst or other fluid-filled structure."
"ImageCLEFmedical_Caption_2026_valid_142","Abdominal CT scan showing a mass in the left kidney. The CT image shows a mass in the left kidney, with measurements for area, perimeter, and circumference."
"ImageCLEFmedical_Caption_2026_valid_143","CT scan showing a right-sided aberrant right subclavian artery, with a small aneurysm in the origin of the right subclavian artery."
"ImageCLEFmedical_Caption_2026_valid_144","Aortic dissection, specifically a Stanford type B dissection, is visualized on this axial CT angiogram of the chest. The intimal flap is denoted by white arrows."
"ImageCLEFmedical_Caption_2026_valid_145","Ureteroceles (arrows) in the right pelvis."
"ImageCLEFmedical_Caption_2026_valid_146","Cardiac MRI showing a dilated left ventricle."
"ImageCLEFmedical_Caption_2026_valid_147","Computed tomography scan of the head showing a right orbital mass."
"ImageCLEFmedical_Caption_2026_valid_148","Abdominal CT showing a hypervascular lesion in the celiac artery."
"ImageCLEFmedical_Caption_2026_valid_149","Chest X-ray showing the lungs, heart, and ribs."
"ImageCLEFmedical_Caption_2026_valid_150","PET/CT scan showing a hypermetabolic lesion in the left lung."
"ImageCLEFmedical_Caption_2026_valid_151","Brain MRI showing a large lesion in the pons."
"ImageCLEFmedical_Caption_2026_valid_152","Anteroposterior X-ray of the left foot, showing a calcaneal implant."
"ImageCLEFmedical_Caption_2026_valid_153","A chest X-ray showing a well-defined, round opacity in the center of the right main bronchus."
"ImageCLEFmedical_Caption_2026_valid_154","Anteroposterior (AP) radiograph of the left lower extremity."
"ImageCLEFmedical_Caption_2026_valid_155","Computed tomography scan of the face showing a possible bony lesion in the frontal bone (white arrow)."
"ImageCLEFmedical_Caption_2026_valid_156","Positron emission tomography (PET) scan."
"ImageCLEFmedical_Caption_2026_valid_157","MRI scan of the chest showing a large mass in the mediastinum, likely a thymoma."
"ImageCLEFmedical_Caption_2026_valid_158","MRI scan of the abdomen."
"ImageCLEFmedical_Caption_2026_valid_159","CT chest axial view showing a nodule in the right lung."
"ImageCLEFmedical_Caption_2026_valid_160","MRI of the pelvis. There is a mass in the left gluteal region (red arrow)."
"ImageCLEFmedical_Caption_2026_valid_161","A CT scan of the chest shows a nodule in the right lung (red arrow)."
"ImageCLEFmedical_Caption_2026_valid_162","Standing anteroposterior (AP) radiograph of the lower extremities. The line of longest diameter (LLOD) is measured from the superior border of the femoral head to the inferior border of the tibial plafond. The LLOD is 62.4 mm. The lower leg length (LLL) is measured from the superior border of the femoral head to the superior border of the calcaneus. The LLL is 48.3 mm. The LLL/LLOD ratio is 0.79."
"ImageCLEFmedical_Caption_2026_valid_163","Anteroposterior foot X-ray showing a foot with a healed fracture of the distal tibia and fibula."
"ImageCLEFmedical_Caption_2026_valid_164","Anteroposterior (AP) foot X-ray showing normal anatomy and alignment of the bones of the foot and ankle."
"ImageCLEFmedical_Caption_2026_valid_165","A CT scan of the chest shows pulmonary emboli in both lungs, indicated by red arrows."
"ImageCLEFmedical_Caption_2026_valid_166","Axial CT image of the chest showing the heart and great vessels."
"ImageCLEFmedical_Caption_2026_valid_167","Ultrasound image of the abdomen showing a 4.1 mm hyperechoic focus in the gallbladder fundus (red arrow) and a 2.6 mm hyperechoic focus in the gallbladder wall (green arrow)."
"ImageCLEFmedical_Caption_2026_valid_168","Anterior-posterior ankle CT showing evidence of a small, well-defined fluid collection in the retrocalcaneal space (arrows)."
"ImageCLEFmedical_Caption_2026_valid_169","Liver mass."
"ImageCLEFmedical_Caption_2026_valid_170","CT scan of the abdomen showing a large mass in the right lobe of the liver (white arrow)."
"ImageCLEFmedical_Caption_2026_valid_171","CT scan showing a large cystic lesion in the left upper quadrant of the abdomen, likely a pancreatic pseudocyst."
"ImageCLEFmedical_Caption_2026_valid_172","CT scan of the chest showing a dilated aorta with a maximum diameter of 3.37 cm."
"ImageCLEFmedical_Caption_2026_valid_173","Chest X-ray showing clear lung fields with no obvious abnormalities."
"ImageCLEFmedical_Caption_2026_valid_174","CT scan of the chest showing bilateral pneumothorax."
"ImageCLEFmedical_Caption_2026_valid_175","A transverse CT image of the chest shows the aorta with a diameter of 9.12 mm."
"ImageCLEFmedical_Caption_2026_valid_176","CT scan of the chest revealing a large mass in the right lung, likely representing a malignant tumor."
"ImageCLEFmedical_Caption_2026_valid_177","Ultrasound of the pelvis showing a hypoechoic mass in the uterus."
"ImageCLEFmedical_Caption_2026_valid_178","Ultrasound of the prostate gland showing a hypoechoic lesion in the right lobe."
"ImageCLEFmedical_Caption_2026_valid_179","Ultrasound of the gallbladder showing a gallstone in the gallbladder."
"ImageCLEFmedical_Caption_2026_valid_180","Duplex ultrasound showing a dilated left ovarian vein with a thrombus."
"ImageCLEFmedical_Caption_2026_valid_181","Dental X-ray showing teeth and jaw."
"ImageCLEFmedical_Caption_2026_valid_182","Panoramic radiograph of the mandible, showing the teeth of the upper and lower jaws."
"ImageCLEFmedical_Caption_2026_valid_183","Panoramic dental X-ray showing teeth and supporting structures."
"ImageCLEFmedical_Caption_2026_valid_184","Periapical radiograph showing a tooth with a post and core filling."
"ImageCLEFmedical_Caption_2026_valid_185","Dental X-ray showing teeth and surrounding structures. Arrows point to specific teeth for identification."
"ImageCLEFmedical_Caption_2026_valid_186","A lateral cephalometric radiograph of a head showing the teeth, sinuses, and other structures."
"ImageCLEFmedical_Caption_2026_valid_187","Panoramic view of the head and neck, showing the teeth, sinuses, and cervical spine."
"ImageCLEFmedical_Caption_2026_valid_188","Dental X-ray showing multiple caries (arrow) on teeth 1, 2, 3, 4, 5, 6, and 8."
"ImageCLEFmedical_Caption_2026_valid_189","Mammogram of the breast. The white circle indicates the size of the calcification."
"ImageCLEFmedical_Caption_2026_valid_190","Radiograph of the right femur, showing a fracture with a plate and screws."
"ImageCLEFmedical_Caption_2026_valid_191","Ultrasound of the left wrist showing a hypoechoic lesion (asterisk) in the distal radius."
"ImageCLEFmedical_Caption_2026_valid_192","X-ray of the lower limbs showing bilateral osteopenia and possible fractures in the proximal femur."
"ImageCLEFmedical_Caption_2026_valid_193","Mass in the right tonsil."
"ImageCLEFmedical_Caption_2026_valid_194","T1-weighted MRI of the abdomen showing a mass in the right kidney."
"ImageCLEFmedical_Caption_2026_valid_195","MRI axial view of the left elbow, showing a soft tissue mass in the distal humerus."
"ImageCLEFmedical_Caption_2026_valid_196","MRI showing a large vessel within the right side of the vertebral artery."
"ImageCLEFmedical_Caption_2026_valid_197","MRI showing a soft tissue mass in the proximal humerus, likely a tumor or hematoma."
"ImageCLEFmedical_Caption_2026_valid_198","Brain CT scan showing a mass lesion on the right side of the head."
"ImageCLEFmedical_Caption_2026_valid_199","Transvaginal ultrasound of the uterus showing a complex mass."
"ImageCLEFmedical_Caption_2026_valid_200","Axial CT image of the head showing a large, homogeneous, well-defined cystic lesion in the left temporal lobe, likely a benign brain tumor."
"ImageCLEFmedical_Caption_2026_valid_201","Lung nodule"
"ImageCLEFmedical_Caption_2026_valid_202","A CT scan of the chest showing the lungs, heart, and major airways."
"ImageCLEFmedical_Caption_2026_valid_203","AP chest X-ray showing a large right pneumothorax with a chest tube in place. The chest tube is seen as a small, circular object near the right lung apex."
"ImageCLEFmedical_Caption_2026_valid_204","Large pleural effusion on the right side."
"ImageCLEFmedical_Caption_2026_valid_205","Multiple views of the distal limb, including the femur, tibia, and claw."
"ImageCLEFmedical_Caption_2026_valid_206","CT scan of the head showing a subdural hematoma."
"ImageCLEFmedical_Caption_2026_valid_207","Computed tomography scan of the chest showing a mass on the left lung and a mass on the right lung."
"ImageCLEFmedical_Caption_2026_valid_208","CT scan of the chest showing a large mass in the right lung mass with enhancement (arrows)."
"ImageCLEFmedical_Caption_2026_valid_209","Mass in the superior mediastinum."
"ImageCLEFmedical_Caption_2026_valid_210","Right breast mass."
"ImageCLEFmedical_Caption_2026_valid_211","PET/CT scan showing widespread metabolic activity, particularly in the lungs, liver, and bones."
"ImageCLEFmedical_Caption_2026_valid_212","CT scan of the chest showing a nodule in the lung."
"ImageCLEFmedical_Caption_2026_valid_213","MRI of the brain showing a lesion in the corpus callosum (white arrows)."
"ImageCLEFmedical_Caption_2026_valid_214","Axial view of the chest CT. The red arrow indicates a probable mass or lesion within the trachea."
"ImageCLEFmedical_Caption_2026_valid_215","Right main bronchus is opacified."
"ImageCLEFmedical_Caption_2026_valid_216","Fracture of the proximal humerus with intramedullary nail fixation."
"ImageCLEFmedical_Caption_2026_valid_217","Post-operative radiograph of the right shoulder. The red circle highlights a screw located in the humerus."
"ImageCLEFmedical_Caption_2026_valid_218","Axial view of the brain. The midline structures, including the septum pellucidum, are visible."
"ImageCLEFmedical_Caption_2026_valid_219","MRI of the abdomen showing bilateral renal masses."
"ImageCLEFmedical_Caption_2026_valid_220","Abdominal CT scan showing a dilated, contrast-filled small bowel loop."
"ImageCLEFmedical_Caption_2026_valid_221","A transverse abdominal CT image showing a dilated, fluid-filled bladder (green arrow)."
"ImageCLEFmedical_Caption_2026_valid_222","CT scan of the pelvis showing a large, cystic mass in the right lower quadrant (Green arrow)."
"ImageCLEFmedical_Caption_2026_valid_223","Posterior-anterior chest X-ray showing a large left breast implant and a small right breast implant. The implant obscures the left breast tissue."
"ImageCLEFmedical_Caption_2026_valid_224","CT image of the abdomen showing a large cystic lesion in the right upper quadrant, likely a simple cyst. The gallbladder (black arrow) is visualized. The kidneys (blue arrow) are also visible."
"ImageCLEFmedical_Caption_2026_valid_225","Abdominal CT scan showing a large, fluid-filled cyst in the upper abdomen, likely a splenic cyst."
"ImageCLEFmedical_Caption_2026_valid_226","Ultrasound of a female patient showing a large, cystic mass in the pelvis, likely representing a corpus luteum cyst."
"ImageCLEFmedical_Caption_2026_valid_227","Aortic dissection."
"ImageCLEFmedical_Caption_2026_valid_228","Chest X-ray."
"ImageCLEFmedical_Caption_2026_valid_229","Chest X-ray showing a large heart size and a prominent pulmonary artery."
"ImageCLEFmedical_Caption_2026_valid_230","Transthoracic echocardiogram showing a large left atrial thrombus."
"ImageCLEFmedical_Caption_2026_valid_231","Transvaginal ultrasound showing a complex cystic mass in the uterus."
"ImageCLEFmedical_Caption_2026_valid_232","CT scan of the head shows a possible nasal mass or foreign body in the right nasal cavity (indicated by red arrows)."
"ImageCLEFmedical_Caption_2026_valid_233","Computed tomography (CT) scan of the head showing a mass in the right nasal cavity."
"ImageCLEFmedical_Caption_2026_valid_234","Macular edema."
"ImageCLEFmedical_Caption_2026_valid_235","CT scan of the pelvis shows a large, round, white lesion in the right pelvis (indicated by white arrow)."
"ImageCLEFmedical_Caption_2026_valid_236","Abdominal MRI showing a large mass in the right lower quadrant."
"ImageCLEFmedical_Caption_2026_valid_237","Left retroaortic aneurysm."
"ImageCLEFmedical_Caption_2026_valid_238","CT scan of the thorax showing a mass in the mediastinum, likely a lymph node."
"ImageCLEFmedical_Caption_2026_valid_239","Axial CT image showing a large, well-defined, homogeneous mass in the right upper lobe of the lung. The mass appears to be located near the pleura."
"ImageCLEFmedical_Caption_2026_valid_240","CT angiogram of the chest showing a large mediastinal mass with evidence of arterial involvement, likely a mediastinal tumor."
