"ID","Caption"
"ImageCLEFmedical_Caption_2026_valid_37","Chest X-ray showing bilateral diffuse opacities consistent with interstitial lung disease."
"ImageCLEFmedical_Caption_2026_valid_38","Ultrasound image showing a hypoechoic mass with associated fluid collection and echogenic structures."
"ImageCLEFmedical_Caption_2026_valid_39","Transvaginal ultrasound showing a 12.0 cm ovarian cyst with Doppler flow."
"ImageCLEFmedical_Caption_2026_valid_40","MRI of the head and neck showing a large, well-circumscribed, hyperintense lesion in the right parotid gland, consistent with a benign tumor."
"ImageCLEFmedical_Caption_2026_valid_41","Lateral view of the neck showing a large mass in the right side of the neck (arrow)"
"ImageCLEFmedical_Caption_2026_valid_42","Renal calculi with associated hydronephrosis and obstruction."
"ImageCLEFmedical_Caption_2026_valid_43","Radiograph of a 55-year-old male with a 1.5 cm intracavitary mass in the left lung, consistent with a benign cyst, as seen during a diagnostic bronchoscopy."
"ImageCLEFmedical_Caption_2026_valid_44","CT scan showing bilateral lung fields with blue and yellow contours indicating areas of concern."
"ImageCLEFmedical_Caption_2026_valid_45","CT abdomen/pelvis showing a large, complex, heterogeneous mass within the retroperitoneum, adjacent to the vertebral column and surrounding bowel loops."
"ImageCLEFmedical_Caption_2026_valid_46","CT abdomen showing multiple small bowel obstructions with air-fluid levels and dilated loops of bowel"
"ImageCLEFmedical_Caption_2026_valid_47","Postoperative radiograph of the knee showing a total knee replacement with alignment measurement indicated by angle A."
"ImageCLEFmedical_Caption_2026_valid_48","Intravenous urography showing a double J stent in place, with contrast filling the urinary tract and the stent's position clearly visible."
"ImageCLEFmedical_Caption_2026_valid_49","CT scan showing bilateral pulmonary emboli in the right and left lower lobes."
"ImageCLEFmedical_Caption_2026_valid_50","Posteroanterior chest radiograph showing a large, well-defined, lucent lesion in the right upper lobe consistent with a pulmonary cyst."
"ImageCLEFmedical_Caption_2026_valid_51","Chest X-ray with multiple blue arrows indicating the trajectory of a central venous line."
"ImageCLEFmedical_Caption_2026_valid_52","CT scan showing bilateral pulmonary infiltrates and central airway obstruction."
"ImageCLEFmedical_Caption_2026_valid_53","Color Doppler echocardiogram showing a large intracardiac mass with turbulent flow."
"ImageCLEFmedical_Caption_2026_valid_54","A 62-year-old male with a 30-year history of smoking presents with a 3-week history of progressive dyspnea. Chest radiograph reveals a large, well-defined, lobulated mass in the right upper lobe with associated pleural effusion."
"ImageCLEFmedical_Caption_2026_valid_55","Color Doppler echocardiogram showing significant mitral valve regurgitation with turbulent flow indicated by red and blue color mapping."
"ImageCLEFmedical_Caption_2026_valid_56","MRI showing a large intraperitoneal mass with internal septations and a fluid-filled cavity, consistent with a complex ovarian tumor."
"ImageCLEFmedical_Caption_2026_valid_57","Tumor with intratumoral hemorrhage and necrosis."
"ImageCLEFmedical_Caption_2026_valid_58","Radiograph showing a cardiac pacemaker with lead trajectory and a foreign body shadow in the left maxillary sinus region, indicated by the green arrow."
"ImageCLEFmedical_Caption_2026_valid_59","A 22-year-old female with acute neck pain and limited mobility. Radiograph shows multiple calcified lymph nodes in the cervical region."
"ImageCLEFmedical_Caption_2026_valid_60","Radiographic image of a canine skull showing a radiopaque mass in the maxillary region, indicated by the white arrow."
"ImageCLEFmedical_Caption_2026_valid_61","Panoramic radiograph showing a large, irregularly shaped radiopaque mass in the maxillary right quadrant, consistent with a dental cyst or abscess, with associated bone remodeling and periapical radiolucency."
"ImageCLEFmedical_Caption_2026_valid_62","Radiograph showing a large, well-defined mass in the mediastinum, with arrows indicating its extent and displacement of the trachea and esophagus."
"ImageCLEFmedical_Caption_2026_valid_63","Radiograph showing the mandibular arch with measurements: 55.66 mm from the canine to the molar region and 28.15 mm from the canine to the premolar region."
"ImageCLEFmedical_Caption_2026_valid_64","Radiograph of a patient with a suspected foreign body in the pharynx, indicated by the arrows pointing to the suspected location."
"ImageCLEFmedical_Caption_2026_valid_65","Panoramic radiograph showing multiple radiolucent lesions in the maxillary and mandibular regions, with arrows indicating areas of suspected odontogenic cysts or lesions."
"ImageCLEFmedical_Caption_2026_valid_66","CT scan showing aortic dissection with intimal flap (red arrow) and associated pericardial effusion (white arrow)."
"ImageCLEFmedical_Caption_2026_valid_67","Posteroanterior chest radiograph showing a large, well-defined, calcified mass in the right upper lobe, indicated by the arrow."
"ImageCLEFmedical_Caption_2026_valid_68","Axial T2-weighted MRI showing bilateral symmetrical hyperintense lesions in the basal ganglia and thalamus, consistent with leukodystrophy."
"ImageCLEFmedical_Caption_2026_valid_69","Chest CT scan revealing multiple small nodules in the right lung field, with arrows indicating areas of suspected pulmonary consolidation or nodular opacities."
"ImageCLEFmedical_Caption_2026_valid_70","Posteroanterior chest X-ray showing a large, well-defined, radiopaque mass in the right upper lobe with partial obscuration of the right lung field."
"ImageCLEFmedical_Caption_2026_valid_71","CT scan showing bilateral pulmonary emboli in the right and left lower lobes."
"ImageCLEFmedical_Caption_2026_valid_72","CT scan showing a small, well-defined, intramural lesion in the left lower quadrant, consistent with a benign cystic lesion."
"ImageCLEFmedical_Caption_2026_valid_73","A radiological image of a renal stone in the ureter, indicated by the red arrow."
"ImageCLEFmedical_Caption_2026_valid_74","CT scan of pelvic region showing a small, well-circumscribed, low-density lesion in the rectal area (red arrow)."
"ImageCLEFmedical_Caption_2026_valid_75","Transesophageal echocardiogram showing a large intracardiac mass (yellow arrow) within the right atrium (RA) and right ventricle (RV), with the PE (pulmonary artery) visible."
"ImageCLEFmedical_Caption_2026_valid_76","CT angiogram of the lower limb showing a thrombus in the popliteal artery (arrow)."
"ImageCLEFmedical_Caption_2026_valid_77","Percutaneous endoscopic gastrostomy (PEG) tube placement with correct positioning in the gastric lumen."
"ImageCLEFmedical_Caption_2026_valid_78","Abdominal radiograph showing a large, well-defined, lucent mass in the right upper quadrant, consistent with a hepatic cyst or abscess."
"ImageCLEFmedical_Caption_2026_valid_79","CT scan showing mediastinal and abdominal air in the esophagus."
"ImageCLEFmedical_Caption_2026_valid_80","Renal stone with associated hydronephrosis and a radiopaque catheter in situ."
"ImageCLEFmedical_Caption_2026_valid_81","CT scan of the abdomen showing a 179 mm tumor with a 129 mm diameter lesion in the liver."
"ImageCLEFmedical_Caption_2026_valid_82","Axial CT abdomen showing a large, well-circumscribed, hypodense lesion in the right hepatic lobe measuring 144 mm in diameter. The lesion is centrally located and shows no significant enhancement. The liver parenchyma appears normal."
"ImageCLEFmedical_Caption_2026_valid_83","CT scan showing a 3 cm pulmonary nodule in the right upper lobe, with associated ground-glass opacity and small air bronchogram."
"ImageCLEFmedical_Caption_2026_valid_84","Ultrasound image showing a hypoechoic, well-circumscribed lesion with abundant color Doppler flow (white arrow), consistent with a benign cyst or solid mass."
"ImageCLEFmedical_Caption_2026_valid_85","CT scan of neck showing multiple small, well-defined, hypoattenuating lesions in the supraglottic region, consistent with submucosal cysts."
"ImageCLEFmedical_Caption_2026_valid_86","CT scan showing a large cervical mass with central airway obstruction and surrounding lymphadenopathy."
"ImageCLEFmedical_Caption_2026_valid_87","Transvaginal ultrasound image showing a 26.0 mm ovarian mass with internal hypoechoic structure."
"ImageCLEFmedical_Caption_2026_valid_88","MRI of the cervical spine showing a mass in the cervical spine, with the arrow pointing to the lesion."
"ImageCLEFmedical_Caption_2026_valid_89","MRI of cervical spine showing cervical spine degeneration with disc herniation."
"ImageCLEFmedical_Caption_2026_valid_90","T2-weighted MRI of the cervical spine showing a large, well-defined, intramedullary lesion at C6 (white arrow)."
"ImageCLEFmedical_Caption_2026_valid_91","Ultrasound image showing a vitreous cavity with a hyperechoic, linear structure (arrow) and an ON label indicating the optic nerve."
"ImageCLEFmedical_Caption_2026_valid_92","CT scan of the abdomen showing a large, well-defined, hypodense mass in the right upper quadrant, consistent with a liver cyst or abscess."
"ImageCLEFmedical_Caption_2026_valid_93","Postoperative X-ray showing tibial and femoral fixation with intramedullary nail and external fixator."
"ImageCLEFmedical_Caption_2026_valid_94","MRI showing a large, well-circumscribed lesion in the right hip region, consistent with a benign or malignant soft tissue mass. The lesion appears heterogeneous with areas of varying signal intensity, suggesting possible necrosis or hemorrhage. The patient is an 81-year-old female with a history of pelvic pain and mass."
"ImageCLEFmedical_Caption_2026_valid_95","MRI of pelvic region showing multiple perirectal abscesses with surrounding inflammation."
"ImageCLEFmedical_Caption_2026_valid_96","CT scan showing a large, well-defined, hypodense mass in the right lower quadrant, with a white arrow indicating its location."
"ImageCLEFmedical_Caption_2026_valid_97","Axial CT image showing a large, well-defined, hyperdense mass in the right renal area, consistent with a renal cell carcinoma. The arrow points to the lesion."
"ImageCLEFmedical_Caption_2026_valid_98","CT scan showing a large intraperitoneal mass with a central air-filled structure, likely a diverticulum or cystic lesion."
"ImageCLEFmedical_Caption_2026_valid_99","CT scan showing a large, well-defined, hyperdense mass in the right upper quadrant of the abdomen, consistent with a hepatic tumor."
"ImageCLEFmedical_Caption_2026_valid_100","Echocardiogram revealing a large, complex mass within the left atrium."
"ImageCLEFmedical_Caption_2026_valid_101","CT abdomen showing a 3 cm pancreatic mass with central necrosis and surrounding edema."
"ImageCLEFmedical_Caption_2026_valid_102","CT scan showing bilateral lung parenchymal changes with ground-glass opacities and consolidation."
"ImageCLEFmedical_Caption_2026_valid_103","CT scan showing a large right lower lobe lung mass with central necrosis and air bronchogram, consistent with a malignant tumor."
"ImageCLEFmedical_Caption_2026_valid_104","Chest X-ray showing bilateral lower lobe infiltrates with associated pleural effusions, as indicated by the red and blue arrows."
"ImageCLEFmedical_Caption_2026_valid_105","Child with suspected cardiac enlargement and possible pulmonary congestion on chest radiograph."
"ImageCLEFmedical_Caption_2026_valid_106","CT scan showing a 8.01 cm diameter intraperitoneal mass with no evidence of bowel obstruction or significant peritoneal thickening."
"ImageCLEFmedical_Caption_2026_valid_107","CT scan showing a 4 cm lesion in the right upper lobe with a 2 cm nodule in the left lung field. The image is annotated with contouring for radiation planning, with the blue region indicating the target volume, the green region representing the planning target volume, and the red region indicating the organ at risk."
"ImageCLEFmedical_Caption_2026_valid_108","PET/CT scan showing multiple hypermetabolic lesions in the thoracic and abdominal regions, with a focal area of high uptake in the lower abdomen."
"ImageCLEFmedical_Caption_2026_valid_109","PET/CT scan showing a 1.5 cm metabolically active lesion in the left pelvic region with high FDG uptake."
"ImageCLEFmedical_Caption_2026_valid_110","PET-CT scan showing a 2.8 cm metabolically active pulmonary lesion with high SUV value, indicating potential malignancy."
"ImageCLEFmedical_Caption_2026_valid_111","CT scan showing a 3.5 cm hyperechoic lesion in the right hepatic lobe, consistent with a hepatic cyst."
"ImageCLEFmedical_Caption_2026_valid_112","Axial CT image showing a large, well-defined, heterogeneous mass (arrow) within the anterior cervical region, compressing the trachea and surrounding structures."
"ImageCLEFmedical_Caption_2026_valid_113","CT scan showing a large, well-defined mass in the mediastinum, with the arrow indicating the lesion."
"ImageCLEFmedical_Caption_2026_valid_114","Brain MRI – bilateral cerebellar hemispheres with symmetric hyperintense lesions consistent with cerebellar abscess or inflammatory lesion."
"ImageCLEFmedical_Caption_2026_valid_115","Brain MRI showing diffuse hyperintensity in the brainstem and cerebellum consistent with a metabolic encephalopathy."
"ImageCLEFmedical_Caption_2026_valid_116","Brain MRI showing symmetrical hyperintense lesions in the periventricular white matter."
"ImageCLEFmedical_Caption_2026_valid_117","MRI of the abdomen and pelvis showing multiple hepatic cysts (arrows) and a well-defined cystic lesion in the pelvis."
"ImageCLEFmedical_Caption_2026_valid_118","Abdominal radiograph showing two radiopaque foreign bodies (arrows) within the upper abdomen, consistent with retained surgical clips or similar metallic objects. The patient is in supine position."
"ImageCLEFmedical_Caption_2026_valid_119","Transvaginal ultrasound showing fetal head in cervical canal with bladder above and myometrium (Myo) posteriorly."
"ImageCLEFmedical_Caption_2026_valid_120","Radiograph showing a gastric band with a large air pocket and a misplaced band."
"ImageCLEFmedical_Caption_2026_valid_121","A chest X-ray showing a large, well-defined mass in the right upper lobe with a central air-fluid level and surrounding lung opacity."
"ImageCLEFmedical_Caption_2026_valid_122","Posteroanterior chest radiograph showing a large, well-defined, lucent lesion in the right upper lobe, consistent with a pulmonary cyst. The lesion is outlined by arrows."
"ImageCLEFmedical_Caption_2026_valid_123","Axial CT scan showing bilateral pulmonary nodules and a central mediastinal mass."
"ImageCLEFmedical_Caption_2026_valid_124","Chest X-ray showing: bilateral infiltrates, mediastinal shift, and central line placement."
"ImageCLEFmedical_Caption_2026_valid_125","Echocardiogram showing a large, well-defined, hypoechoic mass within the left ventricle (LV), consistent with a thrombus or intracardiac tumor."
"ImageCLEFmedical_Caption_2026_valid_126","CT scan showing a 2.5 cm renal mass with central necrosis and peripheral enhancement."
"ImageCLEFmedical_Caption_2026_valid_127","Brain MRI showing normal parenchyma with no focal lesions or atrophy"
"ImageCLEFmedical_Caption_2026_valid_128","Transvaginal ultrasound image showing a 1.29 cm uterine fibroid."
"ImageCLEFmedical_Caption_2026_valid_129","Normal fetal heart with visible cardiac silhouette and fetal movement."
"ImageCLEFmedical_Caption_2026_valid_130","Transvaginal ultrasound image showing a well-defined, hypoechoic, circular structure within the uterine cavity, consistent with a submucosal fibroid."
"ImageCLEFmedical_Caption_2026_valid_131","Fetal echocardiogram showing a large, well-defined cardiac mass."
"ImageCLEFmedical_Caption_2026_valid_132","Transvaginal ultrasound image showing a complex ovarian mass with internal cystic and solid components."
"ImageCLEFmedical_Caption_2026_valid_133","Ultrasound image of a fetal heart showing a well-defined cardiac silhouette with distinct chambers and valves, indicating normal cardiac structure."
"ImageCLEFmedical_Caption_2026_valid_134","CT angiogram of the thorax showing a 2.62 cm and 4.00 cm diameter aneurysm of the ascending aorta."
"ImageCLEFmedical_Caption_2026_valid_135","Normal brain CT scan at the level of the cerebral hemispheres."
"ImageCLEFmedical_Caption_2026_valid_136","Non-contrast CT head showing a large, centrally located intracranial hemorrhage."
"ImageCLEFmedical_Caption_2026_valid_137","Color Doppler echocardiogram showing a large, complex mass with turbulent flow in the left atrium, consistent with a thrombus."
"ImageCLEFmedical_Caption_2026_valid_138","Echocardiogram showing a large, mobile mass (N) within the left ventricle, with no evidence of valvular involvement or obstruction."
"ImageCLEFmedical_Caption_2026_valid_139","Color Doppler ultrasound image showing a well-defined, hypoechoic mass with internal vascularity."
"ImageCLEFmedical_Caption_2026_valid_140","Axial CT scan showing a large, well-circumscribed hepatic lesion with central necrosis and peripheral enhancement, consistent with a metastatic liver lesion."
"ImageCLEFmedical_Caption_2026_valid_141","Ultrasound image showing a hypoechoic lesion in the right kidney, with a transducer positioned for supine imaging."
"ImageCLEFmedical_Caption_2026_valid_142","CT scan showing a 6.5 cm renal cell carcinoma with 3.2 cm renal vein thrombus."
"ImageCLEFmedical_Caption_2026_valid_143","CT angiogram revealing a large intraperitoneal hematoma with associated vascular disruption."
"ImageCLEFmedical_Caption_2026_valid_144","Coronary CT angiogram revealing a significant stenosis in the left main coronary artery (arrowed) with associated calcification and a large adjacent thrombus in the proximal segment"
"ImageCLEFmedical_Caption_2026_valid_145","Radiograph showing a dental implant with a screw and a post, indicated by arrows."
"ImageCLEFmedical_Caption_2026_valid_146","Cardiac MRI showing dilated left ventricle with preserved wall thickness and no evidence of acute infarction or thrombus."
"ImageCLEFmedical_Caption_2026_valid_147","Axial CT scan of the head showing a large, well-defined, hyperdense lesion in the right frontal lobe, consistent with a brain abscess."
"ImageCLEFmedical_Caption_2026_valid_148","CT scan of the chest showing a large, well-defined, homogeneous mass in the right upper lobe of the lung, with no evidence of mediastinal or hilar lymphadenopathy."
"ImageCLEFmedical_Caption_2026_valid_149","Chest X-ray showing a large, well-defined, centrally located mass in the mediastinum, consistent with a mediastinal tumor."
"ImageCLEFmedical_Caption_2026_valid_150","PET-CT scan revealing hypermetabolic lesions in the bilateral adrenal glands and a focal area in the lower abdomen, suggestive of metastatic disease."
"ImageCLEFmedical_Caption_2026_valid_151","MRI showing a large intracranial lesion with surrounding edema."
"ImageCLEFmedical_Caption_2026_valid_152","Left foot in weight-bearing position with interosseous screw fixation."
"ImageCLEFmedical_Caption_2026_valid_153","Posterior displacement of the distal phalanx with associated soft tissue swelling."
"ImageCLEFmedical_Caption_2026_valid_154","Standing left ankle and foot radiograph showing normal bony architecture with no acute fractures or dislocations."
"ImageCLEFmedical_Caption_2026_valid_155","CT scan showing a linear bone lesion in the left frontal region (arrow)."
"ImageCLEFmedical_Caption_2026_valid_156","Whole-body PET/CT scan revealing multiple focal areas of increased radiotracer uptake, consistent with metastatic disease."
"ImageCLEFmedical_Caption_2026_valid_157","PET/CT scan showing multiple focal areas of increased metabolic activity, including a large lesion in the right upper quadrant and smaller lesions in the left lower quadrant and right lower quadrant."
"ImageCLEFmedical_Caption_2026_valid_158","Whole-body PET/CT scan showing focal areas of increased radiotracer uptake in the liver, spleen, and right lower limb, consistent with suspected metastatic disease."
"ImageCLEFmedical_Caption_2026_valid_159","CT scan showing a small, well-defined pulmonary nodule in the right upper lobe."
"ImageCLEFmedical_Caption_2026_valid_160","MRI of the pelvic region showing a well-defined, hyperintense lesion in the right posterior pelvic region, consistent with a benign cystic lesion or abscess."
"ImageCLEFmedical_Caption_2026_valid_161","CT scan showing a small, localized pulmonary nodule with associated bronchial branching, indicated by the red arrow."
"ImageCLEFmedical_Caption_2026_valid_162","Standing radiograph of the lower limbs showing a significant angular deformity of the tibia and fibula, with the red dashed line indicating the normal anatomical alignment and the green dashed line indicating the actual deformity."
"ImageCLEFmedical_Caption_2026_valid_163","Radiograph of the right foot showing a large, well-defined, sclerotic lesion in the calcaneus, consistent with a benign osteochondroma."
"ImageCLEFmedical_Caption_2026_valid_164","Radiograph of the foot showing a large, well-defined, lytic lesion in the proximal tibia, consistent with a benign osteochondroma."
"ImageCLEFmedical_Caption_2026_valid_165","CT scan showing multiple small nodules in both lungs, indicated by red arrows."
"ImageCLEFmedical_Caption_2026_valid_166","CT scan axial view showing aortic diameter measurements: 40.84 mm at the proximal segment and 43.45 mm at the distal segment."
"ImageCLEFmedical_Caption_2026_valid_167","Transvaginal ultrasound image showing a fetal heart with a single umbilical artery (SUA) and a small, well-defined cardiac structure."
"ImageCLEFmedical_Caption_2026_valid_168","CT scan revealing a lytic lesion with cortical erosion in the proximal tibia (orange arrows)."
"ImageCLEFmedical_Caption_2026_valid_169","CT scan showing a large, well-defined, peritoneal mass with central necrosis and surrounding inflammatory changes."
"ImageCLEFmedical_Caption_2026_valid_170","CT scan axial view of the abdomen showing a large heterogeneous mass in the right upper quadrant, with the arrow indicating the lesion."
"ImageCLEFmedical_Caption_2026_valid_171","CT scan showing a large, well-circumscribed, heterogeneous mass in the right upper quadrant with internal calcifications (arrows)."
"ImageCLEFmedical_Caption_2026_valid_172","CT scan showing a 3.87 cm and 3.37 cm mediastinal mass, likely a thymoma or lymphoma, with clear demarcation from surrounding mediastinal structures."
"ImageCLEFmedical_Caption_2026_valid_173","A chest X-ray showing bilateral lung consolidation, pleural effusion, and a mediastinal shift, consistent with a severe pulmonary infection or abscess."
"ImageCLEFmedical_Caption_2026_valid_174","CT chest: axial view, showing a large, heterogeneous mass in the right upper lobe with central necrosis and surrounding lymphadenopathy."
"ImageCLEFmedical_Caption_2026_valid_175","CT scan shows a 9.12 mm pulmonary nodule."
"ImageCLEFmedical_Caption_2026_valid_176","CT scan showing mediastinal mass with associated lymphadenopathy."
"ImageCLEFmedical_Caption_2026_valid_177","Transvaginal ultrasound image showing a complex ovarian mass with internal debris and a fluid-filled cystic component."
"ImageCLEFmedical_Caption_2026_valid_178","Transvaginal ultrasound image showing a complex ovarian mass with internal echogenic foci and associated fluid collection."
"ImageCLEFmedical_Caption_2026_valid_179","Transvaginal ultrasound image showing a complex ovarian mass with heterogeneous internal echoes and a central hypoechoic region."
"ImageCLEFmedical_Caption_2026_valid_180","Transvaginal ultrasound image showing a complex ovarian mass with multiple internal structures, including a large, hypoechoic region (D1) and a smaller, more echogenic region (D2). The mass measures approximately 8.7 mm and 8.5 mm, respectively."
"ImageCLEFmedical_Caption_2026_valid_181","Panoramic radiograph of a patient with orthodontic braces, showing the maxillary and mandibular teeth and surrounding alveolar bone."
"ImageCLEFmedical_Caption_2026_valid_182","Panoramic radiograph revealing a well-defined radiopaque lesion in the left mandibular region, consistent with a benign odontogenic tumor."
"ImageCLEFmedical_Caption_2026_valid_183","Panoramic radiograph showing two dental implants in the mandibular region with adjacent teeth and bone structure."
"ImageCLEFmedical_Caption_2026_valid_184","Post-implant radiograph showing two dental implants with a prosthesis in the mandibular arch."
"ImageCLEFmedical_Caption_2026_valid_185","Panoramic radiograph with annotations indicating dental anomalies: 1. Mandibular molar; 2. Maxillary first molar; 3. Mandibular second molar; 4. Maxillary second molar; 5. Maxillary third molar; 6. Mandibular third molar."
"ImageCLEFmedical_Caption_2026_valid_186","Lateral radiograph of the head and neck showing the following anatomical landmarks: 1. The foramen magnum; 2. The occipital bone; 3. The mandible; 4. The temporomandibular joint; 5. The maxillary sinus; 6. The dental implant; 7. The alveolar process; 8. The nasopharynx."
"ImageCLEFmedical_Caption_2026_valid_187","Lateral radiograph showing multiple arrowed anatomical landmarks: 1. foramen magnum, 2. mandibular condyle, 3. mandibular symphysis, 4. maxillary sinus, 5. alveolar process, 6. incisor tooth."
"ImageCLEFmedical_Caption_2026_valid_188","Panoramic radiograph with annotated tooth locations: 1. Maxillary first molar; 2. Maxillary second molar; 3. Mandibular first molar; 4. Mandibular second molar; 5. Maxillary third molar; 6. Mandibular third molar; 7. Mandibular first premolar."
"ImageCLEFmedical_Caption_2026_valid_189","Mammographic view of the right breast showing a circumscribed, well-defined, and relatively homogeneous mass in the upper outer quadrant, with no associated calcifications or architectural distortion."
"ImageCLEFmedical_Caption_2026_valid_190","Intraoperative radiograph showing complex external fixation device applied to the tibia and fibula for fracture stabilization."
"ImageCLEFmedical_Caption_2026_valid_191","Ultrasound image showing a hypoechoic mass in the thyroid gland, marked with a yellow asterisk."
"ImageCLEFmedical_Caption_2026_valid_192","Radiograph showing bilateral tibial and fibular fractures with associated soft tissue swelling."
"ImageCLEFmedical_Caption_2026_valid_193","CT head: red arrow indicates the presence of a large, well-defined, hyperdense mass in the oropharynx, with blue arrow pointing to the adjacent soft tissue."
"ImageCLEFmedical_Caption_2026_valid_194","MRI showing a large, well-circumscribed, heterogeneous lesion in the right lobe of the liver, with a central area of necrosis and surrounding hypervascularity."
"ImageCLEFmedical_Caption_2026_valid_195","MRI of the right knee: arrow indicates a small, well-defined, hypointense lesion within the joint space, consistent with a benign cystic lesion."
"ImageCLEFmedical_Caption_2026_valid_196","MRI showing a large intramuscular mass with central necrosis and surrounding edema."
"ImageCLEFmedical_Caption_2026_valid_197","Coronal MRI demonstrating a subacute hematoma within the gluteal region (yellow arrow)."
"ImageCLEFmedical_Caption_2026_valid_198","Non-contrast CT head showing a 2.5 cm subdural hematoma with mean HU of 44.19."
